Wall time,Step,Value
1747698063.520066,2048,-115.64755249023438
1747698071.0576649,4096,-111.27627563476562
1747698078.5391693,6144,-113.63623046875
1747698086.3049886,8192,-114.61150360107422
1747698093.2855368,10240,-113.89215087890625
1747698100.2448537,12288,-112.92715454101562
1747698107.878839,14336,-112.1496810913086
1747698115.1269252,16384,-112.00277709960938
1747698122.6544955,18432,-111.18666076660156
1747698130.5885763,20480,-111.0845718383789
1747698138.6582158,22528,-112.94795227050781
1747698146.5482142,24576,-112.49069213867188
1747698154.7171462,26624,-111.58052825927734
1747698163.377591,28672,-111.10005187988281
1747698171.4070234,30720,-110.80781555175781
1747698179.28209,32768,-110.41159057617188
1747698187.2876625,34816,-110.82707214355469
1747698197.2349865,36864,-110.35195922851562
1747698207.8710616,38912,-111.41085815429688
1747698218.4611137,40960,-113.46537780761719
1747698229.2179863,43008,-112.95958709716797
1747698239.7855768,45056,-112.52508544921875
1747698250.4563491,47104,-112.646728515625
1747698262.030556,49152,-114.61530303955078
1747698276.8284807,51200,-113.83011627197266
1747698292.0859501,53248,-114.44991302490234
1747698306.7273343,55296,-115.11441802978516
1747698321.7664628,57344,-115.01188659667969
1747698335.5406656,59392,-115.53971862792969
1747698349.0290687,61440,-114.81483459472656
1747698362.8643909,63488,-115.49124908447266
1747698376.7784731,65536,-115.7646713256836
1747698391.1982367,67584,-116.03581237792969
1747698405.6155698,69632,-115.86582946777344
1747698423.6856608,71680,-115.64331817626953
1747698440.8332472,73728,-115.62249755859375
1747698456.5196588,75776,-116.3698501586914
1747698472.5497658,77824,-116.52516174316406
1747698487.9224973,79872,-116.32107543945312
1747698503.9083714,81920,-115.95204162597656
1747698518.5355608,83968,-116.46156311035156
1747698533.6878264,86016,-116.82953643798828
1747698548.4321377,88064,-116.44879150390625
1747698563.2073565,90112,-116.43222045898438
1747698579.285014,92160,-116.25630950927734
1747698602.3124697,94208,-115.88981628417969
1747698617.7461557,96256,-116.40336608886719
1747698633.1735272,98304,-115.95355987548828
1747698648.1954875,100352,-115.4002456665039
1747698666.493558,102400,-115.12940216064453
1747698684.7369714,104448,-115.0149154663086
1747698702.2451947,106496,-114.60539245605469
1747698719.0390282,108544,-114.46353149414062
1747698737.2487173,110592,-114.03382873535156
1747698754.914493,112640,-113.5965347290039
1747698771.2931852,114688,-113.0754623413086
1747698787.8066652,116736,-113.15519714355469
1747698803.5700655,118784,-112.51256561279297
1747698818.8618984,120832,-112.22209167480469
1747698834.805193,122880,-111.69934844970703
1747698849.8941505,124928,-111.2271728515625
1747698866.1532571,126976,-110.26882934570312
1747698883.817272,129024,-110.14169311523438
1747698900.8397672,131072,-110.00717163085938
1747698918.0528574,133120,-109.92130279541016
1747698934.8825538,135168,-109.79622650146484
1747698952.0185802,137216,-109.64067077636719
1747698967.8163707,139264,-109.28636169433594
1747698985.0173688,141312,-109.07109832763672
1747699000.8846905,143360,-108.83993530273438
1747699017.126912,145408,-108.17765045166016
1747699034.1225083,147456,-108.25517272949219
1747699050.5547342,149504,-108.16121673583984
1747699065.7064693,151552,-108.5104751586914
1747699081.2063203,153600,-108.22041320800781
1747699095.9855125,155648,-107.92832946777344
1747699111.379133,157696,-107.84329223632812
1747699126.29428,159744,-107.07154083251953
1747699140.7952824,161792,-106.83684539794922
1747699155.0095837,163840,-105.385986328125
1747699169.5655968,165888,-104.75961303710938
1747699185.10855,167936,-104.79786682128906
1747699200.9945188,169984,-103.5387954711914
1747699215.5000494,172032,-103.19666290283203
1747699229.946147,174080,-102.99081420898438
1747699243.7610402,176128,-103.15131378173828
1747699257.1820886,178176,-101.83464050292969
1747699271.5148215,180224,-101.31302642822266
1747699285.157406,182272,-100.45890808105469
1747699299.6544266,184320,-100.54093933105469
1747699313.6134899,186368,-101.08995819091797
1747699326.9520326,188416,-99.39640808105469
1747699342.6071336,190464,-99.08590698242188
1747699357.2357755,192512,-98.73177337646484
1747699371.3452778,194560,-97.3804702758789
1747699384.8031502,196608,-96.65010070800781
1747699398.4317632,198656,-96.63629913330078
1747699412.8944693,200704,-96.03299713134766
1747699426.9976573,202752,-96.44364166259766
1747699440.5250535,204800,-96.56851959228516
1747699453.8334372,206848,-96.85054779052734
1747699467.3009126,208896,-97.39148712158203
1747699481.532478,210944,-97.46087646484375
1747699495.2401054,212992,-97.42281341552734
1747699509.0781994,215040,-98.21693420410156
1747699522.8897035,217088,-99.33478546142578
1747699536.7327073,219136,-99.6174545288086
1747699550.5814075,221184,-99.42683410644531
1747699564.945607,223232,-99.0477523803711
1747699580.8830357,225280,-99.09588623046875
1747699597.4405584,227328,-98.8883056640625
1747699610.9905422,229376,-98.19596862792969
1747699624.6829336,231424,-97.94515228271484
1747699639.5998156,233472,-98.5576400756836
1747699653.5180488,235520,-99.13213348388672
1747699667.269228,237568,-98.95592498779297
1747699680.4284728,239616,-98.79003143310547
1747699694.742741,241664,-97.61231231689453
1747699708.5292182,243712,-97.52716064453125
1747699722.2381976,245760,-97.48966217041016
1747699736.1142569,247808,-97.22490692138672
1747699750.060257,249856,-97.8312759399414
1747699763.6312275,251904,-98.62931823730469
1747699776.8088112,253952,-98.67192077636719
1747699790.0750215,256000,-98.93562316894531
1747699803.3682413,258048,-98.97354888916016
1747699816.5431774,260096,-98.76528930664062
1747699829.766939,262144,-98.09978485107422
1747699842.777295,264192,-98.41938781738281
1747699856.044039,266240,-97.3404769897461
1747699868.9347994,268288,-97.8497314453125
1747699882.1881285,270336,-96.39966583251953
1747699895.2767546,272384,-96.5143814086914
1747699908.2019918,274432,-97.72108459472656
1747699921.3556595,276480,-97.6838607788086
1747699934.8364325,278528,-97.89933013916016
1747699948.1723258,280576,-97.95943450927734
1747699961.940648,282624,-97.95716857910156
1747699975.278935,284672,-97.9490966796875
1747699988.827294,286720,-97.8036880493164
1747700002.4672709,288768,-97.86727142333984
1747700015.6382196,290816,-98.35494995117188
1747700029.3197048,292864,-98.51573181152344
1747700043.08486,294912,-98.75856018066406
1747700057.2296953,296960,-98.80130767822266
1747700070.8512883,299008,-98.02457427978516
1747700087.145717,301056,-98.06500244140625
1747700104.9667099,303104,-97.33185577392578
1747700120.1902168,305152,-97.43018341064453
1747700135.6242862,307200,-98.45453643798828
1747700149.0380435,309248,-98.38919067382812
1747700162.8836725,311296,-98.3272705078125
1747700176.2298424,313344,-98.4578857421875
1747700192.0144596,315392,-99.1645278930664
1747700206.2366605,317440,-98.72055053710938
1747700220.6354377,319488,-99.02242279052734
1747700234.8542705,321536,-98.44097137451172
1747700249.3382494,323584,-98.307373046875
1747700263.9191785,325632,-98.28129577636719
1747700278.0279562,327680,-98.19718170166016
1747700291.4637778,329728,-99.17118072509766
1747700305.0649076,331776,-99.82921600341797
1747700318.552938,333824,-100.21575164794922
1747700332.208285,335872,-99.33670806884766
1747700345.435738,337920,-98.6565933227539
1747700358.7027786,339968,-98.04115295410156
1747700372.0438251,342016,-97.83622741699219
1747700385.298881,344064,-97.54987335205078
1747700398.4122107,346112,-97.66368103027344
1747700412.3156424,348160,-98.09114837646484
1747700426.2129657,350208,-98.22669982910156
1747700440.02809,352256,-99.05575561523438
1747700453.5578973,354304,-98.88528442382812
1747700467.1402369,356352,-96.97289276123047
1747700481.8716805,358400,-96.75942993164062
1747700497.2045946,360448,-97.08843231201172
1747700511.5677638,362496,-98.00086975097656
1747700525.190655,364544,-98.64892578125
1747700538.9091856,366592,-98.39891815185547
1747700552.8841844,368640,-98.65452575683594
1747700566.5768535,370688,-98.50174713134766
1747700580.401928,372736,-97.9096908569336
1747700593.969217,374784,-97.47050476074219
1747700608.0771325,376832,-97.28905487060547
1747700622.1189675,378880,-97.48184967041016
1747700635.522472,380928,-97.4051742553711
1747700648.967407,382976,-97.24115753173828
1747700662.373565,385024,-97.22880554199219
1747700675.4643917,387072,-96.52520751953125
1747700688.730672,389120,-96.6274642944336
1747700702.1694884,391168,-95.62677764892578
1747700715.4212904,393216,-95.39993286132812
1747700728.6880035,395264,-95.26979064941406
1747700741.8145542,397312,-95.56484985351562
1747700754.934819,399360,-94.70397186279297
1747700767.7532303,401408,-94.5654525756836
1747700780.878465,403456,-94.32443237304688
1747700793.9574137,405504,-95.20171356201172
1747700806.8805008,407552,-95.66625213623047
1747700820.0773332,409600,-96.06779479980469
1747700833.1832829,411648,-94.55699157714844
1747700846.3430405,413696,-93.11813354492188
1747700859.6880183,415744,-92.93045806884766
1747700872.9483263,417792,-93.98682403564453
1747700886.3029802,419840,-94.3221664428711
1747700899.2555707,421888,-93.9806900024414
1747700912.5852711,423936,-93.67311096191406
1747700925.98553,425984,-92.66651916503906
1747700939.3940897,428032,-94.24105834960938
1747700952.7519479,430080,-94.33656311035156
1747700965.981094,432128,-94.9651107788086
1747700979.4125412,434176,-94.31964111328125
1747700992.4729605,436224,-94.36992645263672
1747701005.8470356,438272,-95.46968841552734
1747701019.4048243,440320,-96.27608489990234
1747701032.5470126,442368,-96.60860443115234
1747701045.7272375,444416,-97.01326751708984
1747701058.7285724,446464,-96.39363861083984
1747701072.1430066,448512,-96.9113998413086
1747701085.1707244,450560,-98.67152404785156
1747701098.2146602,452608,-98.43319702148438
1747701111.5685174,454656,-98.46155548095703
1747701124.4280293,456704,-98.1899642944336
1747701137.508998,458752,-98.43995666503906
1747701150.5936525,460800,-98.20284271240234
1747701163.921626,462848,-97.3441162109375
1747701177.1210618,464896,-97.61405181884766
1747701190.4911013,466944,-97.44290161132812
1747701203.4783285,468992,-96.98141479492188
1747701216.9047554,471040,-97.47708129882812
1747701230.2802987,473088,-97.45970916748047
1747701243.7255867,475136,-96.5547103881836
1747701257.3294644,477184,-96.9863052368164
1747701270.798166,479232,-97.0852279663086
1747701283.756226,481280,-96.87922668457031
1747701297.0600934,483328,-96.47312927246094
1747701310.773672,485376,-96.26787567138672
1747701324.4447262,487424,-95.9046859741211
1747701337.8718362,489472,-94.45098876953125
1747701351.4511442,491520,-94.11933898925781
1747701364.8394132,493568,-95.3447265625
1747701378.2525225,495616,-95.03125762939453
1747701391.7452583,497664,-94.5503921508789
1747701405.0226233,499712,-94.02117156982422
1747701418.2726438,501760,-94.10116577148438
1747701431.9140904,503808,-93.55696105957031
1747701445.306512,505856,-93.14706420898438
1747701458.505278,507904,-92.9081802368164
1747701471.3436396,509952,-93.31433868408203
1747701484.1357067,512000,-93.94020080566406
1747701497.07374,514048,-92.61305236816406
1747701510.235248,516096,-91.77821350097656
1747701523.5481088,518144,-92.19093322753906
1747701536.6680233,520192,-92.12177276611328
1747701549.9475803,522240,-91.90496063232422
1747701563.1923666,524288,-92.15319061279297
1747701576.2622273,526336,-92.07931518554688
1747701589.8108332,528384,-91.31776428222656
1747701602.8013427,530432,-90.8980941772461
1747701616.3865104,532480,-92.07465362548828
1747701630.1181467,534528,-91.70624542236328
1747701643.7953415,536576,-91.31390380859375
1747701657.1088777,538624,-90.6898193359375
1747701670.5263205,540672,-90.48222351074219
1747701683.831087,542720,-90.56353759765625
1747701697.3044393,544768,-89.3641357421875
1747701710.8175786,546816,-89.41259765625
1747701723.9184628,548864,-89.20964813232422
1747701737.5831525,550912,-88.80802917480469
1747701750.9845152,552960,-88.43729400634766
1747701764.2765708,555008,-87.61575317382812
1747701777.5044858,557056,-87.46703338623047
1747701790.9434795,559104,-86.93856811523438
1747701804.2514257,561152,-86.50763702392578
1747701817.274802,563200,-86.14682006835938
1747701830.2159743,565248,-84.82120513916016
1747701843.934589,567296,-84.59561157226562
1747701857.115395,569344,-83.92431640625
1747701870.3182611,571392,-83.58683013916016
1747701883.8736055,573440,-83.28316497802734
1747701897.0910718,575488,-82.17496490478516
1747701910.8674538,577536,-81.4584732055664
1747701925.6104867,579584,-81.00524139404297
1747701941.0737538,581632,-80.42296600341797
1747701955.1695864,583680,-79.82984924316406
1747701969.426508,585728,-79.23365783691406
1747701983.7821198,587776,-78.94393920898438
1747701998.490633,589824,-78.2361831665039
1747702012.424655,591872,-77.7085189819336
1747702027.557025,593920,-77.18836975097656
1747702041.30583,595968,-76.19916534423828
1747702056.3941488,598016,-76.60944366455078
1747702070.5266814,600064,-77.22122192382812
1747702084.7864304,602112,-77.4591064453125
1747702100.7780867,604160,-77.33536529541016
1747702117.8814971,606208,-78.03011322021484
1747702133.6415913,608256,-79.52430725097656
1747702147.9288044,610304,-80.03450775146484
1747702161.8204281,612352,-80.36370849609375
1747702176.2745085,614400,-79.85469055175781
1747702189.8847845,616448,-79.43114471435547
1747702204.1126394,618496,-79.95053100585938
1747702218.8924847,620544,-80.22563934326172
1747702233.0245783,622592,-80.07283782958984
1747702247.3316858,624640,-79.56757354736328
1747702261.6552465,626688,-79.55970001220703
1747702276.0724344,628736,-79.7907485961914
1747702290.2842934,630784,-79.98502349853516
1747702304.2318807,632832,-80.07486724853516
1747702318.4999506,634880,-80.28466033935547
1747702334.5338883,636928,-81.03031158447266
1747702349.7397773,638976,-81.01295471191406
1747702364.7978847,641024,-80.91325378417969
1747702381.2091522,643072,-81.73741149902344
1747702396.842884,645120,-82.0916748046875
1747702411.1139946,647168,-81.23844146728516
1747702426.121864,649216,-80.32775115966797
1747702441.5523386,651264,-79.67432403564453
1747702459.10522,653312,-79.05038452148438
1747702476.833586,655360,-79.24653625488281
1747702494.4754286,657408,-79.63414764404297
1747702512.3976119,659456,-80.15348052978516
1747702530.4209743,661504,-81.17697143554688
1747702548.4618056,663552,-80.09175109863281
1747702566.6539886,665600,-80.0013427734375
1747702584.4146094,667648,-80.1759033203125
1747702602.322008,669696,-80.1446762084961
1747702620.442395,671744,-80.74523162841797
1747702638.3264132,673792,-80.79997253417969
1747702655.6066055,675840,-81.73170471191406
1747702672.931145,677888,-80.95059967041016
1747702690.3067224,679936,-81.11582946777344
1747702707.5986245,681984,-82.5231704711914
1747702724.913169,684032,-83.44477844238281
1747702742.7103872,686080,-83.03782653808594
1747702760.4615169,688128,-82.99494171142578
