rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/approx_kl
497.21,152,311296,2185,161.24745948999998,142,0.030322265625,1510,-0.6633567929267883,-0.002346877689706162,72.97446554899216,0.2,0.0003,73.86801147460938,0.8245025277137756,0.0050307084
488.03,153,313344,2198,158.46809592000002,142,0.046875,1520,-0.5777709483169019,-0.003858470293926075,46.22874076962471,0.2,0.0003,6.904782295227051,0.89278644323349,0.005104874
472.56,154,315392,2211,161.51788792999997,142,0.078662109375,1530,-0.6903355095535517,-0.0022510114591568708,30.626064403355123,0.2,0.0003,3.755139112472534,0.949313759803772,0.008773297
459.8,155,317440,2225,167.12031387,142,0.057275390625,1540,-0.6825780592858791,-0.0038750951032852756,159.01701917648316,0.2,0.0003,127.43351745605469,0.8237216472625732,0.00638034
434.02,156,319488,2239,169.41804421999998,142,0.02568359375,1550,-0.6696762943640351,-0.0010174731869483367,114.58167981505395,0.2,0.0003,35.286251068115234,0.8200135231018066,0.002279937
440.43,157,321536,2253,168.40490899999998,142,0.058642578125,1560,-0.6943026181310415,-0.002974001140682958,132.9764219403267,0.2,0.0003,52.14896774291992,0.8528116345405579,0.0075408686
436.02,158,323584,2266,165.88802289,142,0.087158203125,1570,-0.4827734401449561,-0.0008422896207775921,33.646541552245615,0.2,0.0003,1.7042666673660278,0.7039474248886108,0.0089931395
432.28,159,325632,2279,167.61082872000003,142,0.04501953125,1580,-0.5036309188231826,-0.0016696191582013854,85.26962172240019,0.2,0.0003,119.36116027832031,0.823850154876709,0.0034197178
427.07,160,327680,2295,167.18435222,142,0.099267578125,1590,-0.5108533661812544,-0.0033781795471441002,23.610028776526452,0.2,0.0003,3.1072797775268555,0.9484673142433167,0.011320017
421.63,161,329728,2309,167.31182936000002,142,0.09931640625,1600,-0.7457963000983,-0.0027830992548842914,69.71435060352087,0.2,0.0003,17.0772762298584,0.7937835454940796,0.009411419
407.02,162,331776,2323,161.05364818,142,0.05400390625,1610,-0.7165364364162088,-0.0036166348931146786,110.4857010960579,0.2,0.0003,40.93193435668945,0.838015079498291,0.005256157
415.06,163,333824,2337,162.33447511999998,142,0.036474609375,1620,-0.6837231935933232,-0.0017449161256081424,145.81377252340317,0.2,0.0003,48.28791809082031,0.7914695739746094,0.005443803
412.91,164,335872,2350,163.61571181000002,142,0.101025390625,1630,-0.6963316936045885,-4.1415132000111046e-05,8.43376805242151,0.2,0.0003,3.4940884113311768,0.9656352400779724,0.00604932
397.68,165,337920,2364,156.32221034999998,142,0.035205078125,1640,-0.598149648308754,-0.0019903341541066765,83.25828848183156,0.2,0.0003,54.47296142578125,0.8354732990264893,0.0034333933
411.13,166,339968,2378,153.4436628,142,0.054638671875,1650,-0.8023909082636237,-0.002513568628637586,125.6498097538948,0.2,0.0003,33.784217834472656,0.8320434093475342,0.0047289105
409.32,167,342016,2392,153.59431145,142,0.05654296875,1660,-0.6485233234241605,-0.0017809561773901804,10.87897993400693,0.2,0.0003,3.5073153972625732,0.97297203540802,0.00625985
406.55,168,344064,2405,152.89326941,143,0.116552734375,1670,-0.6505953997373581,-0.0004446965715033002,47.840143812447785,0.2,0.0003,4.512223720550537,0.8523820638656616,0.0065501565
409.34,169,346112,2419,158.12975031,143,0.037158203125,1680,-0.5400932658463716,-0.0019961969315772875,20.330728779919447,0.2,0.0003,2.917696952819824,0.9597247242927551,0.0044589
420.47,170,348160,2433,159.14314805999996,143,0.030078125,1690,-0.6607024053111672,-0.001135966922447551,50.42765680551529,0.2,0.0003,4.319751262664795,0.7881758809089661,0.0032495435
416.99,171,350208,2446,156.07246728,143,0.027490234375,1700,-0.5884812029078603,-0.0017872739961603656,75.72612340450287,0.2,0.0003,18.151874542236328,0.8360259532928467,0.0026667418
419.44,172,352256,2460,154.82794421,143,0.029736328125,1710,-0.7214959010481834,-0.002086474974930752,87.54538636505603,0.2,0.0003,36.9130859375,0.7471075057983398,0.008353637
423.49,173,354304,2473,153.78214731999998,143,0.072607421875,1720,-0.5994792561978102,-0.0069815947907045485,96.8733098834753,0.2,0.0003,9.763843536376953,0.7380270957946777,0.012094434
418.13,174,356352,2486,157.70925299,143,0.045556640625,1730,-0.6236408865079284,-0.0021088324545416983,64.82839454263448,0.2,0.0003,25.08279037475586,0.8598290681838989,0.0054524094
424.5,175,358400,2499,157.61683502999998,143,0.045263671875,1740,-0.7322374042123556,-0.00011332191352266818,108.40273550152779,0.2,0.0003,20.471595764160156,0.8399372696876526,0.0073328
438.62,176,360448,2512,154.58074406,143,0.123193359375,1750,-0.7078270107507706,-0.0021296285049174912,41.04111867174506,0.2,0.0003,18.763826370239258,0.9271442890167236,0.010538531
445.01,177,362496,2525,154.55301234999996,143,0.080859375,1760,-0.6100817684084177,-0.00032997512607835233,15.666095582395792,0.2,0.0003,8.412397384643555,0.9022185206413269,0.005149199
453.06,178,364544,2538,152.26214958999998,143,0.050048828125,1770,-0.6110924245789647,-0.0026410642036353237,77.86609601601958,0.2,0.0003,138.47732543945312,0.8597850799560547,0.0055414103
468.54,179,366592,2551,155.81129075999996,143,0.056396484375,1780,-0.3964482741430402,-0.005129995485185645,22.70480621010065,0.2,0.0003,1.5111416578292847,0.9256994724273682,0.006394294
455.14,180,368640,2564,155.29210212,143,0.067578125,1790,-0.7080357864499092,-0.0008759155505686067,27.197334822267294,0.2,0.0003,63.120418548583984,0.9123300909996033,0.007855804
445.48,181,370688,2577,150.43332423,143,0.03896484375,1800,-0.7113641038537025,-0.0020929888501996174,68.26991801112891,0.2,0.0003,10.566386222839355,0.8303036689758301,0.0047259685
444.55,182,372736,2590,149.79631762,143,0.023779296875,1810,-0.6252866053953767,-0.0033034688589395956,161.2934940904379,0.2,0.0003,29.53560447692871,0.8206149339675903,0.0033144401
457.15,183,374784,2603,147.80722512,143,0.067236328125,1820,-0.7105283873155713,-0.00493166152300546,68.50948567837477,0.2,0.0003,15.016288757324219,0.8052669167518616,0.008513717
463.02,184,376832,2616,147.16732036999997,144,0.11083984375,1830,-0.5168792352080345,-0.007639072202437092,39.432777397334576,0.2,0.0003,7.260919094085693,0.7938812971115112,0.03318795
475.45,185,378880,2629,157.52545675000002,144,0.106884765625,1840,-0.650076943822205,-0.00459341659443453,79.1519918113947,0.2,0.0003,18.99236297607422,0.8000979423522949,0.013092308
476.86,186,380928,2642,159.50022048,144,0.06416015625,1850,-0.7137504504993558,-0.0016704431211110205,33.39004827439785,0.2,0.0003,16.624771118164062,0.9052098989486694,0.0074672564
458.35,187,382976,2655,159.67340305,144,0.04453125,1860,-0.6587104313075542,-0.0026768907642690464,41.94268480464816,0.2,0.0003,45.43199157714844,0.845561146736145,0.0076801227
469.32,188,385024,2668,165.50693332,144,0.065771484375,1870,-0.6799680957570672,-0.002515042152663227,145.26905178427697,0.2,0.0003,46.18263244628906,0.7654315233230591,0.005636565
444.91,189,387072,2681,167.72800286,144,0.069091796875,1880,-0.7266834955662489,-0.003212564802379347,28.80166535899043,0.2,0.0003,4.952468395233154,0.8162801265716553,0.0065071676
441.66,190,389120,2694,166.44323334,144,0.048828125,1890,-0.6065122812055052,-0.0007655652763787657,62.79304049164057,0.2,0.0003,36.28761291503906,0.9167375564575195,0.005241339
440.23,191,391168,2707,163.29493356,144,0.0794921875,1900,-0.6569420916959643,0.0003415924671571702,32.07772706598043,0.2,0.0003,1.3449475765228271,0.9246480464935303,0.008706309
448.98,192,393216,2720,162.48127316,144,0.03466796875,1910,-0.596167329326272,-0.0022033733301213944,36.074608494341376,0.2,0.0003,8.017065048217773,0.91722172498703,0.003472713
450.15,193,395264,2733,165.51354888999998,144,0.092919921875,1920,-0.6327299050986767,-0.002353676574421115,27.08220621980727,0.2,0.0003,12.86547565460205,0.9403433203697205,0.0120629035
453.02,194,397312,2746,161.93989846000002,144,0.015966796875,1930,-0.5318415097892284,-0.001038748017163016,71.28304280340672,0.2,0.0003,16.753814697265625,0.8256725072860718,0.00340669
452.67,195,399360,2759,155.87600712,144,0.026416015625,1940,-0.5412407825700939,-0.0014652061392553151,77.15438376516104,0.2,0.0003,11.805123329162598,0.8759618401527405,0.004369408
460.07,196,401408,2773,154.29928531,144,0.037451171875,1950,-0.5494410423561931,-0.0006171860717586241,84.17714511305094,0.2,0.0003,48.5106201171875,0.913395881652832,0.0041151564
467.5,197,403456,2786,156.33996267000003,144,0.19697265625,1960,-0.5895686170086265,-0.0027752001173212194,11.561362704075872,0.2,0.0003,0.7992067337036133,0.9082723259925842,0.01026752
446.95,198,405504,2799,158.65545733000002,144,0.027490234375,1970,-0.5890913403593003,-0.0015309252572478726,79.73058877289296,0.2,0.0003,59.95258331298828,0.8827746510505676,0.00416175
463.24,199,407552,2812,157.83090454000003,144,0.06796875,1980,-0.5515816879458726,-0.0038075714575825257,155.4976931989193,0.2,0.0003,51.03520584106445,0.7553423643112183,0.026416514
439.89,200,409600,2826,153.34154726000003,144,0.135986328125,1990,-0.6441372517496348,-0.0011801791086327284,22.939822416380046,0.2,0.0003,7.15690279006958,0.8386591672897339,0.006750832
441.72,201,411648,2838,155.51785231,145,0.152490234375,2000,-0.6476039424538612,-0.0027749049302656205,157.26845853328706,0.2,0.0003,92.6307373046875,0.8179608583450317,0.009400206
445.78,202,413696,2851,152.38919882,145,0.129248046875,2010,-0.62119644228369,-0.0038221706316107886,28.65429838746786,0.2,0.0003,2.662606954574585,0.9145424962043762,0.008244774
455.52,203,415744,2864,156.63232254000002,145,0.035009765625,2020,-0.6340114859864115,-0.0019948687113355845,85.22140147387981,0.2,0.0003,14.177902221679688,0.7977311015129089,0.0036794948
461.36,204,417792,2877,154.31143296000002,145,0.0904296875,2030,-0.680913252569735,-0.0018103432870702819,36.35787506364286,0.2,0.0003,9.795881271362305,0.8801877498626709,0.008600315
453.96,205,419840,2890,152.06103128,145,0.060986328125,2040,-0.6999331338331103,-0.0007706390970270149,112.05834992527961,0.2,0.0003,40.45069885253906,0.8488156795501709,0.006722807
460.8,206,421888,2903,151.87191268,145,0.08017578125,2050,-0.5051014313474298,-0.002159585102344863,48.05750664547086,0.2,0.0003,44.230133056640625,0.7908211946487427,0.00942916
457.52,207,423936,2916,150.59252458999998,145,0.167724609375,2060,-0.6816249048337341,0.0014551418556948193,9.791609210241585,0.2,0.0003,12.040799140930176,0.9343868494033813,0.01098701
448.51,208,425984,2929,146.99569510999999,145,0.05810546875,2070,-0.6218222502619029,-0.00408895818691235,85.55298003554344,0.2,0.0003,20.848819732666016,0.6717044115066528,0.005952251
456.84,209,428032,2942,148.44921609999997,145,0.03525390625,2080,-0.6808771384879947,-0.0028544502987642773,67.93629651963711,0.2,0.0003,43.49163055419922,0.8099501729011536,0.0047692647
462.19,210,430080,2955,144.08258106999997,145,0.02060546875,2090,-0.6799749094992876,-0.0011996479763183743,106.967575776577,0.2,0.0003,71.1983871459961,0.8304589986801147,0.0043394244
462.27,211,432128,2967,147.16437602,145,0.10849609375,2100,-0.8471611279994249,0.0004381252103485167,14.281168658286333,0.2,0.0003,2.3583006858825684,0.9538792967796326,0.009849587
470.07,212,434176,2980,146.12707722000002,145,0.0279296875,2110,-0.5557217817753554,-0.0010160816018469632,37.52015484720469,0.2,0.0003,6.967134952545166,0.8227460384368896,0.005687399
473.4,213,436224,2993,148.43195033,145,0.083837890625,2120,-0.7851344112306833,0.0012663807909120805,10.544789804518222,0.2,0.0003,4.116878986358643,0.9031930565834045,0.0070890216
481.43,214,438272,3006,148.97720136,145,0.02919921875,2130,-0.6052978100255132,-0.0015530215576291084,87.277203643322,0.2,0.0003,11.103876113891602,0.6403142213821411,0.0052733812
481.43,215,440320,3019,149.10302511999998,145,0.06865234375,2140,-0.6314074130728841,-0.0021080088219605385,24.034384800121188,0.2,0.0003,3.4649500846862793,0.9181343913078308,0.008037036
475.36,216,442368,3032,151.02662587999998,145,0.142333984375,2150,-0.6998404301702976,-0.003199151251465082,5.23400100581348,0.2,0.0003,0.5472975373268127,0.9517951607704163,0.010548122
475.16,217,444416,3045,150.96218881000001,145,0.038037109375,2160,-0.6190564515069127,-0.0021533499806537294,67.60277886688709,0.2,0.0003,64.94313049316406,0.8471106290817261,0.0037724737
490.79,218,446464,3058,152.56364371,145,0.0685546875,2170,-0.5547712707892061,-0.000792749464744702,15.673685793578624,0.2,0.0003,18.368680953979492,0.8827256560325623,0.004905401
494.76,219,448512,3071,154.41648311,146,0.063818359375,2180,-0.6913698988035322,-0.003277479123789817,29.179946637153627,0.2,0.0003,3.366580009460449,0.9212138056755066,0.0068099108
495.52,220,450560,3084,157.04272709,146,0.13564453125,2190,-0.6614428887143731,-0.0024656352914462333,113.82867011353373,0.2,0.0003,12.966660499572754,0.832346498966217,0.014290339
495.66,221,452608,3098,153.53447735,146,0.0703125,2200,-0.4240980329923332,-0.0011240799503866583,13.48296527415514,0.2,0.0003,7.7983880043029785,0.9846270084381104,0.0052866964
494.01,222,454656,3111,155.30874663999998,146,0.037451171875,2210,-0.6332087360322476,-0.0012259572788025253,88.66077813655139,0.2,0.0003,2.923405885696411,0.8646112680435181,0.009748211
495.14,223,456704,3124,157.5992165,146,0.053271484375,2220,-0.702949127741158,-0.0016907094657653942,54.44598725736141,0.2,0.0003,37.22152328491211,0.9229872822761536,0.007763005
501.11,224,458752,3137,162.07361833000002,146,0.112255859375,2230,-0.630861047282815,-0.0008333977515576407,24.934311667457223,0.2,0.0003,4.852093696594238,0.9165273904800415,0.009782858
492.76,225,460800,3151,163.60508038999998,146,0.025390625,2240,-0.5446228044107556,-0.0019854913698509336,57.58822605907917,0.2,0.0003,6.663550853729248,0.8780654072761536,0.0050057503
498.71,226,462848,3164,161.00856197000002,146,0.097900390625,2250,-0.6416802128776908,-0.0021235992840956896,45.43360299691558,0.2,0.0003,18.172382354736328,0.8969979286193848,0.0031606327
480.59,227,464896,3177,156.57037343,146,0.24052734375,2260,-0.698482639528811,-0.00947557829786092,23.79838366173208,0.2,0.0003,6.456392765045166,0.8920302987098694,0.013132275
473.87,228,466944,3191,159.73358369000002,146,0.026708984375,2270,-0.5993820444680751,-0.00184953632124234,172.40068182349205,0.2,0.0003,49.20524597167969,0.8440970182418823,0.0028239975
474.51,229,468992,3204,162.74958632000005,146,0.07216796875,2280,-0.646292045339942,-0.005005815057666041,61.0645695745945,0.2,0.0003,35.87526321411133,0.8711472749710083,0.008308159
471.77,230,471040,3218,160.90178601,146,0.059716796875,2290,-0.6698728296905756,0.0005153105274075642,10.744210364669561,0.2,0.0003,2.380821466445923,0.9236067533493042,0.006373901
463.94,231,473088,3231,159.37595973999998,146,0.072802734375,2300,-0.6307315105572343,-0.0006503461292595603,51.90824846029282,0.2,0.0003,23.31133270263672,0.9164428114891052,0.0062128636
473.87,232,475136,3245,156.33948657,146,0.0685546875,2310,-0.826155705191195,-0.0033870842482428996,137.12877215743066,0.2,0.0003,57.04757308959961,0.7786521911621094,0.0058454997
475.58,233,477184,3258,163.54962661000002,146,0.090380859375,2320,-0.6391942000947892,-0.003917050125892274,9.803841316699982,0.2,0.0003,2.787590980529785,0.9429505467414856,0.019339483
475.23,234,479232,3271,163.70231961,146,0.12607421875,2330,-0.6619269914925099,-0.00441970642132219,13.325603723153472,0.2,0.0003,1.5632168054580688,0.9451187252998352,0.016629366
465.3,235,481280,3284,161.76423908,146,0.0708984375,2340,-0.5155647993087769,-0.0035513343726051973,7.674702965468168,0.2,0.0003,4.170411109924316,0.9120014905929565,0.0065021804
444.48,236,483328,3297,164.35037658999997,146,0.0685546875,2350,-0.5622903320938348,-0.0022070142964366823,99.48431437015533,0.2,0.0003,33.40659713745117,0.6537560224533081,0.008145552
435.12,237,485376,3310,159.85993449999998,146,0.042431640625,2360,-0.632725491002202,-0.0021780626484542154,100.50881968438625,0.2,0.0003,58.89192199707031,0.8972073793411255,0.004129953
435.76,238,487424,3323,160.01054755,146,0.0935546875,2370,-0.674721203930676,-0.0003786750457948074,58.88064280897379,0.2,0.0003,5.165915489196777,0.9117849469184875,0.017152995
424.39,239,489472,3336,166.86083447999997,146,0.11142578125,2380,-0.6777383785694837,-0.003929706203052774,26.875231625139712,0.2,0.0003,2.925028085708618,0.9481807947158813,0.0050074626
439.47,240,491520,3349,163.32618797,146,0.097216796875,2390,-0.4867607026360929,-0.006584728314192034,48.577930085361004,0.2,0.0003,43.78409957885742,0.8492289781570435,0.009003729
446.91,241,493568,3362,162.15538161999999,146,0.177685546875,2400,-0.7711335256695747,-0.002411138225579634,4.674507895112038,0.2,0.0003,1.6534955501556396,0.9576375484466553,0.015470841
439.77,242,495616,3375,163.25827767,146,0.083837890625,2410,-0.5451407572254539,-0.002311016005114652,5.1198482910171155,0.2,0.0003,0.738178014755249,0.9545803070068359,0.009806773
441.71,243,497664,3389,162.43800543,146,0.088671875,2420,-0.6686568837612867,-0.003833604078681674,36.20345978289843,0.2,0.0003,11.462068557739258,0.8823416233062744,0.008599877
456.13,244,499712,3402,159.20721103,146,0.022607421875,2430,-0.6670644385740161,-0.0017330333139398135,60.704564125835894,0.2,0.0003,3.6760880947113037,0.8842145204544067,0.004368333
455.96,245,501760,3414,159.79258393,146,0.038525390625,2440,-0.5675981728360057,-0.000730100049986504,15.708801874145866,0.2,0.0003,7.7493696212768555,0.8999857902526855,0.0037348978
450.75,1,503808,9,161.81590401999998,222,0.03134765625,2450,-0.6313892735168338,-0.0018669346798560582,28.68019345700741,0.2,0.0003,2.628960609436035,0.8705379962921143,0.0031112782
448.29,2,505856,22,160.25760365999997,181,0.03408203125,2460,-0.42449967097491026,-0.0012874327891040593,47.97393513768911,0.2,0.0003,7.622564315795898,0.8275599479675293,0.0076388894
440.02,3,507904,35,163.07801194,171,0.06923828125,2470,-0.5038639335893095,-0.0017324098975223024,38.603126019239426,0.2,0.0003,4.260641098022461,0.9556847810745239,0.004552336
437.67,4,509952,49,161.17742029,166,0.114501953125,2480,-0.4642913522198796,-0.005672899053024594,120.44135307371616,0.2,0.0003,179.7647705078125,0.8875877857208252,0.024198357
419.13,5,512000,62,164.56473476,164,0.019580078125,2490,-0.49301263354718683,-0.0017329427042568567,540.5212228834629,0.2,0.0003,62.13291549682617,0.6196415424346924,0.0024285517
409.38,6,514048,75,170.1938898,163,0.049267578125,2500,-0.4543345747515559,-0.0028734171501128003,173.40021638274192,0.2,0.0003,107.98692321777344,0.8489157557487488,0.004620781
383.94,7,516096,88,168.78663803999996,161,0.03876953125,2510,-0.5155485059134662,-0.002578443120000884,192.05133573412894,0.2,0.0003,152.62557983398438,0.7473589181900024,0.005094043
357.13,8,518144,101,167.19801876000002,161,0.018896484375,2520,-0.5013136427849532,-0.0026513399207033217,220.47466814517975,0.2,0.0003,71.53723907470703,0.7985047101974487,0.003479157
357.77,9,520192,115,166.47974580000002,160,0.031201171875,2530,-0.4567396798171103,-0.0013115350826410576,260.38483201265336,0.2,0.0003,100.4155502319336,0.7567664980888367,0.004453837
334.63,10,522240,128,159.36274874,159,0.056298828125,2540,-0.46370194125920533,-0.0032254381381790153,292.7597874641418,0.2,0.0003,123.30929565429688,0.7011938095092773,0.008627651
319.98,11,524288,141,162.92717818000003,159,0.0287109375,2550,-0.4851742365397513,-0.0012280860028113239,267.5473608613014,0.2,0.0003,50.78673553466797,0.8318083882331848,0.0025581915
303.47,12,526336,154,161.16927164,158,0.046044921875,2560,-0.5769717891700565,-0.0014521510194754228,151.94244409799575,0.2,0.0003,32.13698196411133,0.7727172374725342,0.0049530147
293.47,13,528384,168,158.2461175,158,0.04970703125,2570,-0.5437575046904385,-0.0008883419199264608,132.3341417759657,0.2,0.0003,32.859493255615234,0.7868177890777588,0.0049469904
276.03,14,530432,181,155.07662914,158,0.06435546875,2580,-0.5223635030910373,-0.0022557351025170647,180.0269398033619,0.2,0.0003,47.29730224609375,0.7540236115455627,0.0052925656
261.03,15,532480,194,151.08357345000002,158,0.0232421875,2590,-0.4495131387375295,-0.0017089369968743995,238.22553559541703,0.2,0.0003,87.94300079345703,0.7377886772155762,0.002448776
255.35,16,534528,207,154.01218361000002,158,0.0658203125,2600,-0.4582029665820301,-0.001980105931579601,175.34501664042472,0.2,0.0003,73.6358413696289,0.8305178284645081,0.008611438
259.44,17,536576,220,147.79925137,157,0.1298828125,2610,-0.5825025825761259,-0.0025969729002099486,116.27491166591645,0.2,0.0003,51.243064880371094,0.7976018786430359,0.01081185
263.5,18,538624,233,147.42070048000002,157,0.027734375,2620,-0.555430185329169,-0.0021186135534662755,293.3507821440697,0.2,0.0003,127.49046325683594,0.7978730201721191,0.003870249
256.24,19,540672,246,139.5918237,157,0.045751953125,2630,-0.5016019027680159,-0.0015177770852460525,140.92688556909562,0.2,0.0003,42.89787673950195,0.8454900979995728,0.005175013
267.57,20,542720,259,139.97413477999999,157,0.040966796875,2640,-0.5007517090067267,-0.0019088127970462664,272.1518424153328,0.2,0.0003,131.1398162841797,0.8157662749290466,0.0036280022
271.33,21,544768,272,143.65333192,157,0.1197265625,2650,-0.5265424423851073,-0.0021188353886827825,85.903473572433,0.2,0.0003,2.123255729675293,0.853709876537323,0.009022268
270.82,22,546816,286,149.60150898,157,0.048876953125,2660,-0.4850510167889297,-0.003002308215945959,214.65054720640182,0.2,0.0003,135.40853881835938,0.8115984797477722,0.00453439
272.78,23,548864,299,154.72491250000002,157,0.057568359375,2670,-0.4659673708491027,-0.0018744552100542933,157.02172389030457,0.2,0.0003,145.995361328125,0.8179060220718384,0.006220249
265.47,24,550912,315,156.61575377,156,0.044482421875,2680,-0.5312675269320607,-0.00046359248080989345,185.05895518660546,0.2,0.0003,87.42351531982422,0.8133567571640015,0.0063421153
265.33,25,552960,329,156.81282755,155,0.085302734375,2690,-0.5244230659678578,-0.0046030347468331454,134.14071031212808,0.2,0.0003,61.38706970214844,0.8086709976196289,0.009888938
268.42,26,555008,342,157.72961467000002,155,0.05791015625,2700,-0.6125889681279659,-0.0017258321575354784,119.61772082149983,0.2,0.0003,14.99686050415039,0.7963929772377014,0.004456252
273.55,27,557056,356,150.25184946000002,155,0.06552734375,2710,-0.5715598071925342,-0.0012998511898331343,162.06348692774773,0.2,0.0003,38.40922164916992,0.8201706409454346,0.0069815745
274.8,28,559104,371,154.22064794,154,0.081884765625,2720,-0.5334600589238108,-0.0018352961662458256,110.4940082013607,0.2,0.0003,57.195247650146484,0.8631597757339478,0.002880177
289.05,29,561152,385,158.34973899999997,154,0.04833984375,2730,-0.44061743207275866,-0.002857561798009556,148.77604807019233,0.2,0.0003,19.016124725341797,0.7991609573364258,0.0055915527
296.1,30,563200,399,156.74403736000002,153,0.05166015625,2740,-0.5491980029270053,-0.001963256232556887,72.91499698162079,0.2,0.0003,18.420852661132812,0.8453424572944641,0.0070622326
297.29,31,565248,413,156.28977827000003,153,0.07412109375,2750,-0.5549936512485146,-0.006640456587774679,130.9933267056942,0.2,0.0003,105.8480224609375,0.8832309246063232,0.005726608
304.56,32,567296,427,160.32259379,153,0.0298828125,2760,-0.37855337392538785,-0.001750427085789852,145.19647886157037,0.2,0.0003,85.08895874023438,0.8519314527511597,0.0046853814
303.08,33,569344,441,148.39436136,153,0.0525390625,2770,-0.5284355686977505,-0.0008900692904717289,105.2915409475565,0.2,0.0003,24.708370208740234,0.8897092342376709,0.007654575
311.8,34,571392,455,149.21033168000002,152,0.062451171875,2780,-0.5022156839258969,-0.002385542193951551,230.64392905235292,0.2,0.0003,112.06110382080078,0.8468794226646423,0.006041242
301.64,35,573440,470,150.95972179,152,0.037890625,2790,-0.41666737459599973,-0.0009586269341525621,163.49355852603912,0.2,0.0003,131.82980346679688,0.8262604475021362,0.003977606
299.68,36,575488,486,147.19126139999997,151,0.0564453125,2800,-0.5592970359139144,-0.0024814044169033877,228.97254086732863,0.2,0.0003,39.87584686279297,0.8312406539916992,0.0062327017
304.78,37,577536,503,144.15364016,150,0.078369140625,2810,-0.5528897324576973,-0.0016851459629833698,107.32987369596958,0.2,0.0003,25.48925018310547,0.8523967862129211,0.011668146
320.37,38,579584,518,138.99588378,150,0.0853515625,2820,-0.5380439073778689,-0.00254610857082298,156.50088305473326,0.2,0.0003,92.89032745361328,0.7717511057853699,0.0077090836
331.66,39,581632,532,131.07814443,149,0.068212890625,2830,-0.5712578417733312,-0.002199091497459449,125.13422643840313,0.2,0.0003,28.470165252685547,0.7936143279075623,0.012219682
337.7,40,583680,545,120.12921263999996,150,0.066357421875,2840,-0.6345801780000329,-0.0005432916776044294,126.27540220618248,0.2,0.0003,64.94203186035156,0.7429295778274536,0.0059992922
349.08,41,585728,560,119.35181422,149,0.0849609375,2850,-0.6778925767168402,-0.0004547699296381325,99.74648633003235,0.2,0.0003,34.07563400268555,0.8802406787872314,0.00791337
348.96,42,587776,573,118.77548843000002,149,0.040673828125,2860,-0.5037912043742836,-0.0021482614909473343,111.39947705864907,0.2,0.0003,46.9393310546875,0.813291072845459,0.0028100868
348.4,43,589824,587,118.07750154999998,149,0.071435546875,2870,-0.5149717663414777,-0.001362339162733406,165.95596890449525,0.2,0.0003,56.92417907714844,0.6029012203216553,0.0047653634
343.7,44,591872,601,119.52827099,149,0.066455078125,2880,-0.579944411944598,-0.004499558769748546,159.86600453853606,0.2,0.0003,65.467041015625,0.8023138642311096,0.0074678175
343.34,45,593920,615,116.47284225,149,0.06298828125,2890,-0.5271757429465651,-0.005383776914095506,189.49147116541863,0.2,0.0003,53.147071838378906,0.8071562051773071,0.007951893
337.32,46,595968,629,112.70528362,149,0.05634765625,2900,-0.5626752270385623,-0.003481111129804049,162.72569650411606,0.2,0.0003,121.37701416015625,0.7962768077850342,0.0083083585
344.11,47,598016,643,116.53355183,149,0.048583984375,2910,-0.5670452896505594,-0.0016819944125018083,200.14490560293197,0.2,0.0003,84.5259780883789,0.8442482948303223,0.0038843714
337.79,48,600064,657,123.40017894000002,149,0.073828125,2920,-0.4266090883873403,-0.0034741794457659124,189.49986797571182,0.2,0.0003,40.809730529785156,0.7059838771820068,0.007306264
347.01,49,602112,671,121.33060064000001,149,0.1322265625,2930,-0.5555962736718356,-0.007426903447776567,42.371556437015535,0.2,0.0003,16.278568267822266,0.866061806678772,0.012904648
345.48,50,604160,685,128.74025089,149,0.05458984375,2940,-0.4788938287645578,-0.004038603146909736,119.45560500323772,0.2,0.0003,95.71676635742188,0.72661292552948,0.005424843
357.61,51,606208,699,123.13137210999997,149,0.0744140625,2950,-0.6274197157472372,-0.0009980767965316773,92.61760457754136,0.2,0.0003,74.49845886230469,0.8770956993103027,0.0065511544
362.35,52,608256,715,123.36928416999999,148,0.03291015625,2960,-0.6400143887847662,-0.0015316338220145553,156.50239567160605,0.2,0.0003,88.9062271118164,0.7972129583358765,0.0041422187
371.14,53,610304,730,121.97768915,148,0.062744140625,2970,-0.5792742648161948,-0.005257190616976004,70.82200375199318,0.2,0.0003,55.57793045043945,0.9041261672973633,0.008799763
380.95,54,612352,744,124.63587962000001,148,0.131787109375,2980,-0.5883452807553112,-0.00095691491587786,61.20141264498234,0.2,0.0003,8.319031715393066,0.901820957660675,0.006519213
381.53,55,614400,761,127.62467774999998,147,0.029345703125,2990,-0.32496097185648976,-0.002135711346636526,75.01936678886413,0.2,0.0003,20.458541870117188,0.7719225883483887,0.0038724407
379.26,56,616448,776,127.65189260999999,147,0.078857421875,3000,-0.5891247238963843,-0.003291083194199018,83.38658736944198,0.2,0.0003,28.096311569213867,0.855085015296936,0.00880352
384.27,57,618496,790,128.85253516,147,0.03173828125,3010,-0.6294421056285501,-0.0004030361247714609,129.22618041634558,0.2,0.0003,63.82036590576172,0.8787344098091125,0.0037379966
