rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,train/learning_rate,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/clip_range
-97.46087876,210944,103,1423,148,933.99,0.0003,0.672429084777832,0.07607421875,-0.00673776985204313,1020,0.8600307703018188,0.007091771,8.77985954284668,37.34525067955256,-4.088531735539436,0.2
-97.42281013,212992,104,1437,148,933.99,0.0003,0.661636233329773,0.216015625,-0.004237842161819572,1030,0.9746306538581848,0.014654381,0.16113923490047455,1.5436596242710947,-4.048695755004883,0.2
-98.21693481999999,215040,105,1450,148,927.48,0.0003,0.6513406038284302,0.217529296875,-0.008977462112670764,1040,-0.3441464900970459,0.017516552,0.10952573269605637,0.3861278983997181,-3.988386119157076,0.2
-99.33478471000002,217088,106,1464,148,900.38,0.0003,0.6504136323928833,0.12509765625,-0.010228181144339033,1050,0.9644771218299866,0.009337481,0.9837068319320679,2.874333209916949,-3.958985824137926,0.2
-99.61745073,219136,107,1478,148,894.01,0.0003,0.648561954498291,0.06103515625,-0.00837343706516549,1060,0.7506044507026672,0.0076362668,12.564886093139648,14.65768493115902,-3.9489634588360785,0.2
-99.42683667999998,221184,108,1492,148,880.12,0.0003,0.6468204855918884,0.080615234375,-0.007501859596231952,1070,0.9263385534286499,0.00787956,1.284589409828186,9.075589496269822,-3.938768319785595,0.2
-99.0477546,223232,109,1506,148,868.06,0.0003,0.6464055180549622,0.032275390625,-0.0060743606460164305,1080,0.9185853004455566,0.005776028,5.9506072998046875,18.75194954946637,-3.931440161168575,0.2
-99.09588769999999,225280,110,1522,147,867.19,0.0003,0.6452223062515259,0.0890625,-0.008645973718375898,1090,0.899864673614502,0.010098595,4.656342029571533,8.302020877972245,-3.9292283155024053,0.2
-98.88830441999998,227328,111,1539,147,860.59,0.0003,0.6447111964225769,0.1568359375,-0.006111383376992308,1100,0.9065051078796387,0.012564262,2.566563844680786,4.884968472737819,-3.919425110518932,0.2
-98.19597146999999,229376,112,1552,147,883.88,0.0003,0.639726459980011,0.142626953125,-0.007415254967054352,1110,0.7614812850952148,0.013648098,5.16744327545166,6.45065203839913,-3.899616787582636,0.2
-97.94515193999997,231424,113,1566,147,883.88,0.0003,0.6346532106399536,0.170703125,-0.004536412830930203,1120,0.6403139233589172,0.012246845,0.18167951703071594,0.3189318181248382,-3.872971346974373,0.2
-98.55764174,233472,114,1581,147,870.78,0.0003,0.6277486085891724,0.203369140625,-0.013571283491910436,1130,0.849689781665802,0.014148504,0.0629761591553688,0.14591590515337885,-3.8329136580228806,0.2
-99.13213322999998,235520,115,1595,147,882.98,0.0003,0.6275352239608765,0.10341796875,-0.007297175026906189,1140,0.849338710308075,0.01206518,0.8356384038925171,8.580510128289461,-3.8118293449282645,0.2
-98.95592672000001,237568,116,1609,147,877.26,0.0003,0.6268606781959534,0.039404296875,-0.0058029522493598055,1150,0.870195746421814,0.008185917,4.533219337463379,14.081374795362354,-3.808659216016531,0.2
-98.79003116,239616,117,1622,147,889.7,0.0003,0.6274394392967224,0.12705078125,-0.006667571741854772,1160,0.5670714378356934,0.010289819,3.003756523132324,14.912244680244475,-3.8074679374694824,0.2
-97.61231353,241664,118,1636,147,884.22,0.0003,0.6193961501121521,0.167578125,-0.010775916310376488,1170,0.7787227630615234,0.013665099,0.13717976212501526,0.32551612486131487,-3.7778117626905443,0.2
-97.52716038999998,243712,119,1650,147,884.22,0.0003,0.6188387274742126,0.0884765625,-0.00336637158470694,1180,0.8006183505058289,0.0058437167,1.9663598537445068,7.099561687931418,-3.7583739280700685,0.2
-97.48966444,245760,120,1664,147,884.22,0.0003,0.6117600798606873,0.17412109375,-0.01001352205639705,1190,0.7083578109741211,0.012083724,0.11890708655118942,0.37020965493284164,-3.7289466112852097,0.2
-97.22490594000003,247808,121,1677,147,870.73,0.0003,0.604803740978241,0.1404296875,-0.011216190141567495,1200,0.8889317512512207,0.010507078,0.04926872253417969,0.21451049305032938,-3.6827508963644506,0.2
-97.83127654000002,249856,122,1691,147,867.71,0.0003,0.6045428514480591,0.044775390625,-0.003289245249470696,1210,0.8668808937072754,0.005178305,28.347431182861328,25.258026217669247,-3.6628123447299004,0.2
-98.62931670000002,251904,123,1705,147,861.3,0.0003,0.6025329828262329,0.110888671875,-0.006210148872924037,1220,0.7930791974067688,0.011010667,6.170559406280518,6.438154081255197,-3.6535088412463663,0.2
-98.67192442000001,253952,124,1718,147,814.38,0.0003,0.6023870706558228,0.035546875,-0.004238973435712978,1230,0.8927658796310425,0.005300704,8.812138557434082,38.34219091385603,-3.648533187061548,0.2
-98.93562677000001,256000,125,1731,147,811.53,0.0003,0.6015534996986389,0.066552734375,-0.008934074093849631,1240,0.8984527587890625,0.007866619,10.60355281829834,30.191646936535836,-3.645551923662424,0.2
-98.97355263,258048,126,1745,147,812.7,0.0003,0.6023017168045044,0.07568359375,-0.009520440084452275,1250,0.8638655543327332,0.007875156,6.903115749359131,23.053180230408906,-3.6444006323814393,0.2
-98.76528705999998,260096,127,1758,147,814.03,0.0003,0.6020324230194092,0.146484375,-0.008284284643013961,1260,0.8091846108436584,0.009390146,15.556017875671387,14.943191181123257,-3.648186182230711,0.2
-98.09978685,262144,128,1771,147,820.7,0.0003,0.6010727882385254,0.1462890625,-0.004617774183861912,1270,0.9412667155265808,0.013342742,3.7987499237060547,5.635493921674788,-3.636828911304474,0.2
-98.41938804000002,264192,129,1784,148,829.26,0.0003,0.6039299964904785,0.108837890625,-0.009070909443835262,1280,0.9424440264701843,0.011322796,0.5995745658874512,13.792889940924942,-3.6484834879636763,0.2
