rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,train/learning_rate,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/clip_range
-94.10116658999999,501760,245,3360,149,944.06,0.0003,0.44487524032592773,0.060546875,-0.0066835972713306544,2440,0.80161052942276,0.005287818,5.796745777130127,20.896751233935355,-2.4156786307692526,0.2
-93.5569604,503808,246,3373,149,951.92,0.0003,0.4441261887550354,0.049951171875,-0.00794824160693679,2450,0.9029451012611389,0.007350196,2.0338754653930664,16.978777830675245,-2.4137614190578462,0.2
-93.14706697,505856,247,3387,149,966.04,0.0003,0.4435773491859436,0.090478515625,-0.009565518585441168,2460,0.8969945907592773,0.009728266,2.3100807666778564,14.710944107174873,-2.407362725585699,0.2
-92.90818072999998,507904,248,3400,149,977.54,0.0003,0.44212231040000916,0.12177734375,-0.008117770028184168,2470,0.919511079788208,0.0098278755,1.1294500827789307,5.09663819312118,-2.398041918873787,0.2
-93.31433953000001,509952,249,3413,149,978.57,0.0003,0.4427688717842102,0.147314453125,-0.006271142305922695,2480,0.9588853120803833,0.013863238,0.1742268204689026,0.7433612407185137,-2.3922296822071076,0.2
-93.94019909,512000,250,3425,149,976.51,0.0003,0.4426710307598114,0.190087890625,-0.004140640655532479,2490,0.7300002574920654,0.019116547,0.40891033411026,2.6527391428360714,-2.391543548554182,0.2
-92.61304888,514048,251,3438,149,976.97,0.0003,0.4405299127101898,0.172998046875,-0.00861451351083815,2500,0.8672081232070923,0.014910085,0.7356434464454651,4.417621843563393,-2.382374432682991,0.2
-91.77821571,516096,252,3452,149,986.17,0.0003,0.4364117980003357,0.21328125,-0.01228611513361102,2510,0.31325626373291016,0.018668078,0.2204248458147049,0.8784167089965195,-2.35673406496644,0.2
-92.19093362000001,518144,253,3465,149,984.77,0.0003,0.4399954080581665,0.201904296875,-0.010965049946389627,2520,0.543550968170166,0.016049877,0.1426117718219757,0.31882886178791525,-2.3607684962451456,0.2
-92.12177519000001,520192,254,3478,149,984.77,0.0003,0.4410160481929779,0.100341796875,-0.010783506906591356,2530,0.9395270347595215,0.009269176,3.2821149826049805,6.60161153357476,-2.374638532102108,0.2
-91.90496319000002,522240,255,3491,149,984.77,0.0003,0.44119691848754883,0.070556640625,-0.006949604750843719,2540,0.9128597974777222,0.0075270627,1.80978524684906,2.7151149020530285,-2.3812209822237493,0.2
-92.15319385000001,524288,256,3504,149,984.77,0.0003,0.4393313527107239,0.1931640625,-0.00884067576553207,2550,0.9677237272262573,0.019270651,0.20335543155670166,0.30971955228596926,-2.373202428966761,0.2
-92.07931425999999,526336,257,3518,149,998.31,0.0003,0.43598881363868713,0.167333984375,-0.01057169116102159,2560,0.964658260345459,0.013425775,0.19073668122291565,0.4856594038661569,-2.347880706191063,0.2
-91.31776580000002,528384,258,3531,149,1010.8,0.0003,0.4333033859729767,0.14453125,-0.005392100443714298,2570,0.9720752239227295,0.013247607,0.12896084785461426,0.26210771640762687,-2.320212538540363,0.2
-90.89809736000001,530432,259,3544,149,1022.12,0.0003,0.4314292073249817,0.15400390625,-0.009541785655892454,2580,0.9550312161445618,0.012124153,0.09229367226362228,0.3525739666773006,-2.300505119562149,0.2
-92.07465192,532480,260,3558,149,1036.49,0.0003,0.42541295289993286,0.17900390625,-0.012919425099971705,2590,0.8873569965362549,0.013537515,0.01016264408826828,0.1483884981367737,-2.2637129999697208,0.2
-91.70624808999999,534528,261,3571,149,1039.96,0.0003,0.42495909333229065,0.061279296875,-0.006237604038324207,2600,0.2943934202194214,0.005328138,23.635099411010742,34.595835535228254,-2.236821407824755,0.2
-91.31390619999998,536576,262,3585,149,1041.69,0.0003,0.42502039670944214,0.051318359375,-0.005084403158980422,2610,0.9179096221923828,0.010821315,2.6901581287384033,5.218332094699145,-2.2368243277072906,0.2
-90.68981641,538624,263,3598,149,1049.28,0.0003,0.4238622486591339,0.14580078125,-0.011171799151634331,2620,0.801129937171936,0.012873042,0.23611779510974884,1.516255048592575,-2.234234180301428,0.2
-90.48222285000001,540672,264,3612,149,1061.77,0.0003,0.4237073063850403,0.131591796875,-0.010433319566072897,2630,0.8903614282608032,0.014583364,0.6927803754806519,3.857972547970712,-2.22275624871254,0.2
-90.56353979000001,542720,265,3625,149,1061.77,0.0003,0.4177122414112091,0.221044921875,-0.008703712988062762,2640,0.6116495132446289,0.013758827,0.005122041329741478,0.07171773953014053,-2.1912527665495873,0.2
-89.36413756,544768,266,3639,149,1082.46,0.0003,0.4123903512954712,0.167333984375,-0.008270361344330013,2650,0.7228935956954956,0.017040167,0.1159801110625267,0.4520632797619328,-2.1354199439287185,0.2
-89.41259661,546816,267,3652,149,1086.68,0.0003,0.4081692099571228,0.20849609375,-0.012448378682893235,2660,0.8644219040870667,0.016048675,0.07500048726797104,0.1608691621455364,-2.0878978431224824,0.2
-89.20964855999999,548864,268,3665,149,1099.87,0.0003,0.41158580780029297,0.15771484375,-0.010031969161354936,2670,0.7265844345092773,0.014886456,0.13489006459712982,5.234045038931072,-2.083627613633871,0.2
-88.80802537,550912,269,3679,149,1113.92,0.0003,0.4050741195678711,0.172119140625,-0.01428368350607343,2680,0.8779432773590088,0.011879095,0.0354062058031559,0.19586474739480764,-2.0699994966387747,0.2
-88.43729204000002,552960,270,3692,149,1121.33,0.0003,0.39816081523895264,0.2076171875,-0.01433554945688229,2690,0.9410401582717896,0.018860506,0.04327540472149849,0.09272320064483211,-1.996705934777856,0.2
-87.61575651999999,555008,271,3706,149,1124.31,0.0003,0.3939323425292969,0.21630859375,-0.01883870421152096,2700,0.9745050072669983,0.015034939,0.014393135905265808,0.04457580035086721,-1.9405123200267553,0.2
-87.46703282000003,557056,272,3719,149,1138.09,0.0003,0.389704167842865,0.17470703125,-0.00961171242815908,2710,0.9447526931762695,0.013249718,0.01655120961368084,0.07479047199012712,-1.9020239721983672,0.2
-86.93856496000001,559104,273,3732,149,1147.72,0.0003,0.3854511082172394,0.187353515625,-0.011253824821324088,2720,0.9555837512016296,0.018349562,0.004998711869120598,0.06370457950106356,-1.850941349938512,0.2
-86.50763592000001,561152,274,3746,149,1167.59,0.0003,0.38420361280441284,0.158154296875,-0.014086129867064302,2730,0.6788360476493835,0.013907803,0.0036003459244966507,0.6260498309799004,-1.8199510768055915,0.2
-86.14681850000002,563200,275,3759,149,1177.83,0.0003,0.3838542103767395,0.1611328125,-0.009445776640495751,2740,0.9206507205963135,0.013295698,0.12483030557632446,0.3392118935706094,-1.8091359946876764,0.2
-84.82120158000002,565248,276,3772,149,1188.13,0.0003,0.3836849331855774,0.1439453125,-0.01061354334524367,2750,0.8966071009635925,0.014055138,0.09080438315868378,0.369367891876027,-1.807251350954175,0.2
-84.59561032000002,567296,277,3785,149,1201.51,0.0003,0.38462594151496887,0.1734375,-0.011015692497312556,2760,0.3164840340614319,0.016169406,0.42582279443740845,4.8311302829533815,-1.8058936893939972,0.2
-83.9243181,569344,278,3798,149,1207.01,0.0003,0.3771325349807739,0.1857421875,-0.009719316894188524,2770,0.9201878905296326,0.011068657,0.0024028047919273376,0.107464687875472,-1.7665802963078021,0.2
-83.58682673,571392,279,3812,149,1208.13,0.0003,0.372774213552475,0.206396484375,-0.015383064940397161,2780,0.9811300039291382,0.01618081,-0.02682250738143921,0.07388683271710761,-1.7028844304382802,0.2
-83.28316237999998,573440,280,3825,149,1220.59,0.0003,0.37398022413253784,0.183251953125,-0.007823057239875197,2790,0.8511021137237549,0.018270614,0.1839148849248886,1.401610531564802,-1.6848474975675345,0.2
-82.17496226000002,575488,281,3838,149,1229.05,0.0003,0.37151890993118286,0.181787109375,-0.009764950562384911,2800,0.6623164415359497,0.016170979,0.17874778807163239,0.38959755883552133,-1.6782170969992876,0.2
-81.45847682,577536,282,3852,149,1230.91,0.0003,0.3680904805660248,0.220458984375,-0.016376530806883238,2810,0.9699116945266724,0.016176274,0.023490633815526962,0.12122956509701907,-1.6504090074449778,0.2
-81.00524216000001,579584,283,3867,149,1241.46,0.0003,0.36956536769866943,0.165771484375,-0.011042936344165356,2820,0.8188366293907166,0.0101208,0.6248642206192017,8.31844020076096,-1.633133613690734,0.2
-80.42296763,581632,284,3882,149,1242.31,0.0003,0.36688855290412903,0.16123046875,-0.006554475901066325,2830,0.7938582897186279,0.011770336,0.015061508864164352,0.17790986723266541,-1.6296839490532875,0.2
-79.82984655,583680,285,3896,149,1240.46,0.0003,0.3673788905143738,0.187646484375,-0.012106846037204378,2840,0.9095913767814636,0.012242408,0.07917159050703049,0.29375085469800977,-1.6186750080436467,0.2
-79.23365429,585728,286,3911,149,1251.73,0.0003,0.36802634596824646,0.139501953125,-0.004338172482675873,2850,0.7153021693229675,0.013915802,1.5820906162261963,6.938107302039862,-1.6254391778260469,0.2
-78.94393950000001,587776,287,3925,149,1249.69,0.0003,0.3639524579048157,0.16640625,-0.01139140449813567,2860,0.8570298552513123,0.012684913,0.2503819763660431,0.5414997730404139,-1.6033019192516804,0.2
-78.23618536000001,589824,288,3940,149,1254.17,0.0003,0.3644281029701233,0.169384765625,-0.008154654985992238,2870,0.9081791639328003,0.013277791,1.1212363243103027,3.048337810812518,-1.5869063556194305,0.2
-77.70851795,591872,289,3954,149,1256.04,0.0003,0.3626997470855713,0.15458984375,-0.008685975303524173,2880,0.7680745124816895,0.013705434,0.2363516390323639,3.4353750687092544,-1.5833569306880235,0.2
-77.18837292,593920,290,3969,149,1258.93,0.0003,0.36067837476730347,0.14052734375,-0.008773603654117324,2890,0.8979018330574036,0.01494425,1.0109550952911377,4.7196769179776314,-1.558311415463686,0.2
-76.19916301,595968,291,3983,149,1266.12,0.0003,0.35861560702323914,0.194287109375,-0.007330797764007002,2900,0.9212988615036011,0.018166019,0.057157158851623535,0.4069243289064616,-1.537548441439867,0.2
-76.60944151,598016,292,3998,149,1248.33,0.0003,0.3562732934951782,0.224365234375,-0.013708700152346865,2910,0.9056591391563416,0.01672188,0.07951530069112778,0.44708184958435593,-1.5143130637705327,0.2
-77.22121945,600064,293,4012,149,1250.29,0.0003,0.3563148081302643,0.09052734375,-0.009599196349154227,2920,0.8341904282569885,0.008717033,2.0963006019592285,18.81665034890175,-1.503502831608057,0.2
-77.45910522000001,602112,294,4026,149,1238.46,0.0003,0.3576694130897522,0.144287109375,-0.010970564743911383,2930,0.8692407608032227,0.014776357,1.1971402168273926,8.831056086532772,-1.5117141019552947,0.2
-77.33536817000001,604160,295,4042,149,1225.01,0.0003,0.3575441539287567,0.051171875,-0.005456898445845582,2940,0.749085545539856,0.0066420212,10.168217658996582,30.141713421791792,-1.5201731964945793,0.2
-78.03010988000001,606208,296,4059,149,1225.01,0.0003,0.3575267791748047,0.10419921875,-0.009685130330035463,2950,0.6457227468490601,0.0084887305,10.935782432556152,17.36386487148702,-1.5185185883194208,0.2
-79.52431095000001,608256,297,4075,149,1217.02,0.0003,0.3595930337905884,0.198583984375,-0.008735488087404519,2960,0.9268801808357239,0.01923839,0.9749440550804138,1.7350333698093892,-1.526617481932044,0.2
-80.03451109,610304,298,4089,149,1217.02,0.0003,0.3600439727306366,0.13798828125,-0.010211428836919367,2970,0.5293726921081543,0.008995149,8.056525230407715,37.73415245935321,-1.5475399672985077,0.2
-80.36371022,612352,299,4103,149,1217.02,0.0003,0.36129307746887207,0.20166015625,-0.005793836209340953,2980,0.9582964777946472,0.019002572,0.09845377504825592,0.5649748807772994,-1.556542396172881,0.2
-79.85469234,614400,300,4118,149,1242.67,0.0003,0.3561265468597412,0.232373046875,-0.0104571556992596,2990,0.803501546382904,0.018369477,0.063609778881073,0.24136044839397072,-1.5299106050282716,0.2
-79.43114693000001,616448,301,4131,149,1229.0,0.0003,0.35344332456588745,0.20419921875,-0.009850035616545938,3000,0.9364929795265198,0.015880045,0.05884743854403496,0.14224697668105363,-1.485071486979723,0.2
-79.95053396,618496,302,4145,149,1229.0,0.0003,0.35263723134994507,0.14951171875,-0.008302482272847555,3010,0.6875452995300293,0.01569006,1.2444405555725098,7.349462323635817,-1.4682416666299105,0.2
-80.22563597,620544,303,4160,149,1218.09,0.0003,0.35262030363082886,0.085595703125,-0.005607377308479045,3020,0.30748772621154785,0.0105961785,3.5429933071136475,17.000656923651697,-1.4650809064507484,0.2
-80.07284141,622592,304,4174,149,1216.66,0.0003,0.35207441449165344,0.11435546875,-0.008998952410183846,3030,0.8532129526138306,0.012096781,2.688774347305298,11.253792957775294,-1.4626186717301608,0.2
-79.56757705000001,624640,305,4189,149,1207.91,0.0003,0.3534405827522278,0.1154296875,-0.008522781811188906,3040,0.8681240677833557,0.0133373095,0.7439889311790466,5.7407425621524455,-1.4673347055912018,0.2
-79.55969680000001,626688,306,4203,149,1221.3,0.0003,0.3534153699874878,0.0919921875,-0.00798364361107815,3050,0.9270673394203186,0.007585971,1.5455635786056519,10.099668656103313,-1.4753721535205842,0.2
-79.79075152,628736,307,4217,149,1221.3,0.0003,0.35228127241134644,0.243310546875,-0.006143897474976257,3060,0.7039747834205627,0.021640342,0.2629837393760681,1.5536347559653223,-1.4705304447561502,0.2
-79.98502256,630784,308,4232,149,1214.2,0.0003,0.350870817899704,0.199462890625,-0.008781267702579499,3070,0.4698694348335266,0.021160495,0.5605857372283936,2.5163369256304575,-1.4594318456947803,0.2
-80.07486535,632832,309,4246,149,1217.2,0.0003,0.34945976734161377,0.24013671875,-0.011688435680116526,3080,0.6600592136383057,0.020548927,0.8716261386871338,9.932103258371352,-1.4472099635750055,0.2
-80.28466158,634880,310,4260,149,1212.52,0.0003,0.35215312242507935,0.1755859375,-0.008493946847738697,3090,0.753506600856781,0.024119645,1.6064929962158203,7.070387583598494,-1.452948087453842,0.2
-81.03031064000001,636928,311,4276,148,1212.52,0.0003,0.35270747542381287,0.149658203125,-0.010042214265558869,3100,0.7688170671463013,0.014217493,2.156562566757202,12.396383626013995,-1.4725196328014136,0.2
-81.01295314000002,638976,312,4291,148,1203.56,0.0003,0.35340213775634766,0.18486328125,-0.00736553599126637,3110,0.8796968460083008,0.017408494,0.07413549721240997,0.8945412144530565,-1.4777819659560918,0.2
-80.91325402000001,641024,313,4306,148,1194.42,0.0003,0.3539647161960602,0.166748046875,-0.010495023467228748,3120,0.8777825236320496,0.014167564,7.3353424072265625,7.736958985216916,-1.479586662352085,0.2
-81.73741247,643072,314,4323,148,1175.36,0.0003,0.35105791687965393,0.247314453125,-0.007846022737794556,3130,0.9205775260925293,0.022895634,0.5743929743766785,3.4789690430276097,-1.4707903031259775,0.2
-82.09167423000001,645120,315,4338,148,1174.76,0.0003,0.3478471040725708,0.173681640625,-0.010798310792597476,3140,0.8582713007926941,0.0155152995,7.224481582641602,12.11627740971744,-1.4357853643596172,0.2
-81.23844036,647168,316,4352,148,1174.76,0.0003,0.3445359468460083,0.195703125,-0.01208297839766601,3150,0.8881487846374512,0.016764116,1.4832909107208252,7.90815598629415,-1.3987590793520213,0.2
-80.32775194000001,649216,317,4367,148,1168.12,0.0003,0.3426738381385803,0.291015625,-0.011840005204430782,3160,0.7450929880142212,0.023575047,0.17773137986660004,1.0127160377334803,-1.368226206302643,0.2
-79.67432348,651264,318,4383,148,1179.91,0.0003,0.34226953983306885,0.214794921875,-0.005106119156698697,3170,0.9075955748558044,0.01954678,1.2823904752731323,3.4117333496920765,-1.3576714500784874,0.2
-79.05038637,653312,319,4400,148,1193.37,0.0003,0.3436240553855896,0.177783203125,-0.0074121345183812085,3180,0.7820877432823181,0.017208202,3.2694225311279297,5.727492191642523,-1.3646692119538784,0.2
-79.24653519999998,655360,320,4418,148,1193.37,0.0003,0.3421136140823364,0.18359375,-0.012187253375304862,3190,0.9181148409843445,0.01856816,0.4547497630119324,1.8891076534986495,-1.3615903172641992,0.2
-79.63414907999999,657408,321,4436,148,1182.93,0.0003,0.3408059775829315,0.219287109375,-0.0073824477003654465,3200,0.9354182481765747,0.020206781,0.23901914060115814,0.6066450003534556,-1.3520356118679047,0.2
-80.15348331,659456,322,4454,148,1167.84,0.0003,0.3415238857269287,0.094580078125,-0.008297258368111215,3210,0.8836148977279663,0.01049205,3.8939688205718994,17.533712240308525,-1.3480789072811603,0.2
-81.17696891,661504,323,4472,147,1153.24,0.0003,0.34162476658821106,0.275341796875,-0.01222654382872861,3220,0.9049731492996216,0.036932923,0.849399209022522,2.6138465071562678,-1.35775379948318,0.2
-80.09175341999999,663552,324,4490,147,1164.61,0.0003,0.34207940101623535,0.102099609375,-0.005200335543486289,3230,0.7603374123573303,0.0071448395,11.858821868896484,27.239816400408746,-1.3550129760056735,0.2
-80.00134317999999,665600,325,4508,147,1164.61,0.0003,0.3398134410381317,0.270263671875,-0.01255674692511093,3240,0.858836829662323,0.023564812,0.213942289352417,1.5958744942210614,-1.347437385097146,0.2
-80.17590561999998,667648,326,4526,147,1164.61,0.0003,0.3384942412376404,0.224072265625,-0.006114281524787657,3250,0.9688248038291931,0.01718345,0.1890852451324463,0.40682673326227814,-1.3204451709985734,0.2
-80.14467798,669696,327,4544,147,1150.44,0.0003,0.33160853385925293,0.23876953125,-0.005949783389223739,3260,0.7223238945007324,0.019834861,0.07949656248092651,0.18063433128409087,-1.2675509504973888,0.2
-80.74522902,671744,328,4562,147,1138.44,0.0003,0.3296741843223572,0.19951171875,-0.011928566161077469,3270,0.9016686677932739,0.020353932,0.34293892979621887,3.1833588114008307,-1.227660694345832,0.2
-80.79997089,673792,329,4580,147,1110.56,0.0003,0.3322085738182068,0.118212890625,-0.009615985996788368,3280,0.8530187606811523,0.01890902,4.11389684677124,4.678044467233121,-1.2268813274800778,0.2
-81.73170801,675840,330,4597,147,1101.73,0.0003,0.3313137888908386,0.106201171875,-0.00965328777092509,3290,0.9069086313247681,0.010931257,5.850558280944824,12.900305483490229,-1.2395501285791397,0.2
-80.95059707000001,677888,331,4614,146,1115.18,0.0003,0.3315652906894684,0.155029296875,-0.0060357216716511175,3300,0.8172062039375305,0.014145037,1.2340449094772339,5.813819136004895,-1.2366013891994954,0.2
-81.11583059,679936,332,4632,146,1095.51,0.0003,0.33236390352249146,0.18408203125,-0.009137590570026078,3310,0.9023498296737671,0.016812969,0.3634168803691864,1.524447686318308,-1.240987441688776,0.2
-82.52316831,681984,333,4649,146,1077.67,0.0003,0.33128488063812256,0.14306640625,-0.006894627489964477,3320,0.7627055048942566,0.012670163,2.753969430923462,8.69846881106496,-1.238622534275055,0.2
-83.44477597,684032,334,4666,146,1076.64,0.0003,0.33080676198005676,0.096435546875,-0.008850513017387129,3330,0.8859356641769409,0.011644283,7.783924579620361,14.348479908704757,-1.2296727359294892,0.2
-83.03782939000001,686080,335,4684,146,1088.28,0.0003,0.3318983018398285,0.22958984375,-0.007939430829719641,3340,0.8104857206344604,0.017815351,7.535322189331055,5.5873640072532,-1.23099435120821,0.2
-82.99494342999998,688128,336,4702,146,1088.28,0.0003,0.32915621995925903,0.275537109375,-0.007555466346093454,3350,0.5833407640457153,0.021315418,0.04754571616649628,0.16743202522629871,-1.2162449739873409,0.2
-83.11714238999998,690176,337,4719,146,1088.28,0.0003,0.3294735550880432,0.153564453125,-0.010646439596894198,3360,0.778439462184906,0.014604522,0.8422554731369019,6.478059322573245,-1.208495281636715,0.2
-83.29483527000001,692224,338,4737,146,1088.28,0.0003,0.3312312364578247,0.177587890625,2.51195568125695e-05,3370,0.9708496928215027,0.01782053,0.06843075156211853,0.36140658864751457,-1.2235475160181521,0.2
-82.31818817999999,694272,339,4754,146,1102.06,0.0003,0.32569247484207153,0.244775390625,-0.012319025676697492,3380,0.8616243600845337,0.018697612,0.03819375857710838,0.22228375053964555,-1.1936335861682892,0.2
-82.83294327,696320,340,4772,145,1102.06,0.0003,0.3251296877861023,0.219873046875,-0.0100519216444809,3390,0.8508089780807495,0.01699939,0.06335148215293884,0.1210446325945668,-1.1620068702846766,0.2
-83.01320029,698368,341,4789,145,1104.74,0.0003,0.3225158154964447,0.203857421875,-0.016121475130785257,3400,0.8171547055244446,0.015550222,0.01052761822938919,0.08431527288630605,-1.1325197283178567,0.2
-83.11304364999998,700416,342,4807,145,1104.74,0.0003,0.3234255313873291,0.193603515625,-0.011483030166709795,3410,0.6747766733169556,0.019902207,5.227269649505615,20.477232180908324,-1.125854505971074,0.2
-83.26221643999997,702464,343,4824,145,1115.68,0.0003,0.32077860832214355,0.2236328125,-0.010446980300184806,3420,0.5294496417045593,0.020714905,0.14037474989891052,0.5188298244029284,-1.1158343836665154,0.2
-83.47530124999999,704512,344,4842,145,1115.68,0.0003,0.3203359842300415,0.201416015625,-0.012548540698480793,3430,0.8919045925140381,0.01640338,0.06087515503168106,0.24705648659728469,-1.0943125404417515,0.2
-84.572831,706560,345,4859,145,1103.57,0.0003,0.32071563601493835,0.148486328125,-0.007372041288181208,3440,0.9583448171615601,0.012748704,0.11839085817337036,0.6891418205108494,-1.0918662149459124,0.2
-83.93225074999998,708608,346,4877,145,1112.77,0.0003,0.3212011456489563,0.1072265625,-0.007694045969401486,3450,0.542324423789978,0.008186208,19.119327545166016,21.15564124211669,-1.1009592954069376,0.2
-84.07997086999998,710656,347,4895,145,1121.19,0.0003,0.32218459248542786,0.180712890625,-0.006807981290330644,3460,0.8170669674873352,0.011698032,1.7162861824035645,10.085962179116905,-1.1087902322411538,0.2
-84.17256150999998,712704,348,4913,145,1121.19,0.0003,0.322359561920166,0.128173828125,-0.013423154960037209,3470,0.8194370865821838,0.013925199,0.3407904803752899,2.422835319722071,-1.1182211566716433,0.2
-84.4669874,714752,349,4930,144,1123.92,0.0003,0.3208906054496765,0.164306640625,-0.00840597431815695,3480,0.9659553170204163,0.018428117,0.0536772757768631,0.6157182475551963,-1.1081608299165964,0.2
-85.33467108999999,716800,350,4948,144,1125.96,0.0003,0.3212100863456726,0.136279296875,-0.010931339155649766,3490,0.9004100561141968,0.012102237,3.7164175510406494,15.196737913042307,-1.1039734650403261,0.2
-84.56494022000001,718848,351,4965,144,1118.09,0.0003,0.32129546999931335,0.073876953125,-0.009077742457157001,3500,0.8844072818756104,0.008219865,5.275446891784668,17.781303523480894,-1.108512793108821,0.2
-84.67663838,720896,352,4983,144,1075.99,0.0003,0.32090461254119873,0.253271484375,-0.007867214077850803,3510,0.8582773804664612,0.025015503,1.7537802457809448,6.445490292832256,-1.1045102775096893,0.2
-85.32634295,722944,353,5000,144,1062.82,0.0003,0.3216070234775543,0.13603515625,-0.011811457909061573,3520,0.91495281457901,0.012806296,12.1663179397583,24.36142185330391,-1.1062231313437223,0.2
-85.42606531999999,724992,354,5017,144,1077.27,0.0003,0.3218142092227936,0.08974609375,-0.009700730853364804,3530,0.8941872119903564,0.00869647,10.205509185791016,27.821532790362834,-1.1107033170759677,0.2
-85.17708936000001,727040,355,5035,144,1073.85,0.0003,0.320008248090744,0.219189453125,-0.006436876716907136,3540,0.9337996244430542,0.018913355,0.426637202501297,2.1137450236361475,-1.101158545166254,0.2
-85.73633398,729088,356,5052,144,1085.21,0.0003,0.32040685415267944,0.303369140625,-0.003719235537573695,3550,0.9222493171691895,0.02813739,0.12918943166732788,2.023854909045622,-1.0832959350198508,0.2
-85.53502077000002,731136,357,5070,144,1087.79,0.0003,0.32280516624450684,0.1634765625,-0.00778822730644606,3560,0.9555830359458923,0.017047549,1.8063297271728516,7.5300069589167835,-1.1052393950521946,0.2
-86.28805554,733184,358,5088,144,1085.53,0.0003,0.3233548700809479,0.244775390625,-0.009203873464139178,3570,0.9260683655738831,0.027609637,1.1381101608276367,3.926970476703718,-1.1248982217162848,0.2
-86.21515935000001,735232,359,5106,143,1097.59,0.0003,0.32231855392456055,0.145703125,-0.014728733635274693,3580,0.9021039009094238,0.01808475,3.0537593364715576,11.840126185119152,-1.1219391092658042,0.2
-85.92637175000002,737280,360,5123,143,1097.59,0.0003,0.32191240787506104,0.28623046875,-0.007787628422374837,3590,0.914577066898346,0.02730935,27.462270736694336,9.383995913807302,-1.1145194046199323,0.2
-85.63781301,739328,361,5141,143,1086.59,0.0003,0.32061123847961426,0.3095703125,-0.009207531207357534,3600,0.41175568103790283,0.022090917,0.2380642294883728,0.582896341290325,-1.0998703550547362,0.2
-86.06263381,741376,362,5159,143,1093.21,0.0003,0.32057636976242065,0.21064453125,-0.007330721346079372,3610,0.7528334259986877,0.013649581,4.358399391174316,14.527129541430622,-1.0883138336241245,0.2
-86.70301316999999,743424,363,5176,143,1100.84,0.0003,0.3212917149066925,0.20205078125,-0.005044237500987947,3620,0.9524275064468384,0.018260824,0.7285764813423157,2.406552265025675,-1.0968091621994973,0.2
-86.70381417999997,745472,364,5194,143,1106.64,0.0003,0.32001811265945435,0.170458984375,-0.01181629779166542,3630,0.9152758121490479,0.019008443,1.2659600973129272,5.744624019786715,-1.0937541872262955,0.2
-85.98300617999999,747520,365,5212,143,1118.8,0.0003,0.3176177740097046,0.2255859375,-0.005058802003622987,3640,0.8308663368225098,0.019936774,0.3325926959514618,0.6361835386138409,-1.0706207431852817,0.2
-86.13104571,749568,366,5229,143,1114.17,0.0003,0.3178088665008545,0.263427734375,-0.011431142064975575,3650,0.8357415795326233,0.023580374,0.1107887476682663,0.4600115346722305,-1.0568750396370887,0.2
-86.76530563000001,751616,367,5247,143,1119.08,0.0003,0.3193919062614441,0.217431640625,-0.012834147318790201,3660,0.9254592657089233,0.017678699,0.270383358001709,1.6507770812604576,-1.0718953125178814,0.2
-86.63468952999997,753664,368,5264,143,1090.02,0.0003,0.31982722878456116,0.2033203125,-0.01502902814245317,3670,0.9052179455757141,0.019225575,0.2765527069568634,7.5463224735111,-1.0849330753087998,0.2
-86.71854362999999,755712,369,5281,143,1090.02,0.0003,0.3194257915019989,0.101611328125,-0.01195758985268185,3680,0.8415987491607666,0.009859066,5.3753790855407715,22.01525635868311,-1.0860190164297818,0.2
-86.26134492,757760,370,5298,143,1090.02,0.0003,0.3203139007091522,0.16318359375,-0.011228990444215015,3690,0.5044659376144409,0.013608636,1.9565850496292114,4.016014605388046,-1.0884067680686713,0.2
-85.93434428,759808,371,5315,142,1107.54,0.0003,0.31611573696136475,0.20693359375,-0.005461900611408055,3700,0.8051435947418213,0.020749735,0.8603949546813965,1.7114228460006415,-1.0657225348055364,0.2
-86.77768805000001,761856,372,5333,142,1098.28,0.0003,0.31610581278800964,0.2451171875,-0.006075619990588166,3710,0.9324827194213867,0.023808483,0.08228974789381027,0.8518583754310385,-1.0369201987981795,0.2
-86.18723337000003,763904,373,5350,142,1098.28,0.0003,0.3180016279220581,0.2001953125,-0.0092979949520668,3720,0.9612987041473389,0.02241055,1.2129966020584106,3.511341645475477,-1.0537978775799275,0.2
-85.85719700000001,765952,374,5367,142,1102.56,0.0003,0.31443437933921814,0.2306640625,-0.007912619205308146,3730,0.9018499851226807,0.017471485,0.11212664097547531,0.4241980680730194,-1.036509433761239,0.2
-86.11190143,768000,375,5384,142,1099.8,0.0003,0.31454479694366455,0.207861328125,-0.010302728466922418,3740,0.8320092558860779,0.017742772,0.4512822926044464,2.402688406314701,-1.0116647642105818,0.2
-86.06177172000001,770048,376,5401,142,1110.12,0.0003,0.314350426197052,0.093115234375,-0.009339354222174735,3750,0.8168776631355286,0.012060467,22.04380989074707,34.57288107722998,-1.0140814412385226,0.2
-86.11098995999998,772096,377,5419,142,1108.42,0.0003,0.3147702217102051,0.1943359375,-0.009218887530005304,3760,0.9045666456222534,0.0240928,2.3980000019073486,4.641349692270159,-1.0148956619203091,0.2
-86.57240710999999,774144,378,5437,142,1111.44,0.0003,0.31334179639816284,0.204833984375,-0.0069372002326417714,3770,0.9105595350265503,0.02435653,0.7088479399681091,5.522138803452253,-1.0092636939138173,0.2
