rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate
-76.99155493,135.85,365,51200,25,140,154.30126953125,-0.0001252889633178711,-0.004044300006353296,240,0.2,399.94164662361146,0.005671194,0.0638671875,-1.0074315082281828,0.0003
-74.86370488,147.42,366,53248,26,145,244.5576171875,5.370378494262695e-05,-0.005216379421472084,250,0.2,520.3297697544098,0.014490325,0.083447265625,-1.021679686754942,0.0003
-69.2988867,151.2,367,55296,27,150,93.0948257446289,-0.0010809898376464844,-0.004482452230877243,260,0.2,262.432177901268,0.006775803,0.046875,-1.0457454727962614,0.0003
-67.83323979,155.19,368,57344,28,155,127.58473205566406,-2.193450927734375e-05,-0.004930508905090392,270,0.2,499.5084872722626,0.015406829,0.096826171875,-0.9634853973984718,0.0003
-64.43701769999998,166.16,369,59392,29,160,291.7414245605469,-8.33272933959961e-05,-0.006760246158228256,280,0.2,491.2866325855255,0.009230356,0.10771484375,-0.9202915854752064,0.0003
-58.91577819000001,171.85,371,61440,30,165,96.11280822753906,8.749961853027344e-05,-0.004331179065047763,290,0.2,278.5318275928497,0.008510038,0.053759765625,-1.0270093999803067,0.0003
-56.99732922000001,183.39,372,63488,31,170,153.27101135253906,0.00043392181396484375,-0.0072104532417142765,300,0.2,251.16369960308074,0.007415625,0.07265625,-0.9078374590724707,0.0003
-57.27251338999999,197.77,374,65536,32,175,239.4932861328125,0.002857983112335205,-0.0031899476947728545,310,0.2,454.5766975879669,0.004985418,0.0072265625,-0.8548407090827823,0.0003
-52.89463773000001,203.79,374,67584,33,180,182.1796875,0.2256242036819458,-0.0015408085862873122,320,0.2,347.7707926273346,0.0022329711,0.00400390625,-0.9380311289802193,0.0003
-49.56879434999998,222.24,373,69632,34,186,149.9886932373047,0.005961954593658447,-0.004559109621914104,330,0.2,355.8173276901245,0.0065365126,0.017822265625,-0.9110833154991269,0.0003
-48.13703597,234.78,372,71680,35,192,72.55177307128906,0.010233104228973389,-0.003404680156381801,340,0.2,199.93092348575593,0.00427113,0.017041015625,-0.9752845307812095,0.0003
-46.51140034,250.56,371,73728,36,198,135.31849670410156,0.09710383415222168,-0.0054558900053962136,350,0.2,357.79424476623535,0.007273406,0.030029296875,-0.8866706917062401,0.0003
