rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/entropy_loss,train/value_loss,train/loss,train/learning_rate,train/std,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_fraction
-109.12102095652175,24576,58,417,12,505.7608695652174,-5.568220856785774,12.403974358760752,0.3646966814994812,0.0003,0.9699510335922241,0.2,0.007525937,-0.007064164165058173,110,0.6310642957687378,0.071484375
-108.81000864583332,26624,64,415,13,551.3541666666666,-5.530016322433949,11.351200643950142,3.8716983795166016,0.0003,0.958850622177124,0.2,0.009421734,-0.010020288126543164,120,0.7582827210426331,0.112744140625
-108.73259485714286,28672,69,415,14,572.7551020408164,-5.46015500575304,0.683166753896512,0.2561551332473755,0.0003,0.9387032389640808,0.2,0.013407137,-0.011897804515319877,130,-1.0381724834442139,0.159814453125
-109.38547909803921,30720,74,413,15,599.7058823529412,-5.3948085144162174,0.1721389502985403,0.08054663985967636,0.0003,0.9276077747344971,0.2,0.012369936,-0.014933515893062577,140,0.3843247890472412,0.154345703125
-110.09953340384617,32768,79,413,16,606.3269230769231,-5.380219492316246,31.873925076331943,0.21949921548366547,0.0003,0.9299622774124146,0.2,0.006865157,-0.008718961244449019,150,0.020819246768951416,0.118603515625
-108.91072887037036,34816,84,413,17,643.1296296296297,-5.385017021000385,21.91819496746175,2.660973072052002,0.0003,0.9302374124526978,0.2,0.006843965,-0.0071487304638139905,160,0.23944753408432007,0.0748046875
-110.22561369642858,36864,89,413,18,644.0,-5.380426873266697,0.437255941843614,0.05367850884795189,0.0003,0.9279660582542419,0.2,0.009691516,-0.009186076329206117,170,0.6071014404296875,0.120751953125
-110.1438395263158,38912,94,411,19,660.7719298245614,-5.3773325577378275,44.42526224041357,0.6412377953529358,0.0003,0.9291507005691528,0.2,0.008047629,-0.004312878698692657,180,0.3065471053123474,0.06708984375
-109.64229820338986,40960,99,412,20,692.6101694915254,-5.3596670344471935,0.3476965944748372,0.1005336195230484,0.0003,0.9209583401679993,0.2,0.0065209833,-0.0031753096889588052,190,0.28619974851608276,0.04912109375
-109.5364253166667,43008,105,409,21,707.7333333333333,-5.293973755836487,0.24954955659341066,0.059310320764780045,0.0003,0.9019985198974609,0.2,0.009082567,-0.010470773253473453,200,0.6671127676963806,0.09375
-109.56720062903229,45056,110,406,22,719.7903225806451,-5.2200769692659374,0.10913790496997536,0.06343920528888702,0.0003,0.8850858211517334,0.2,0.009076779,-0.006846199731808156,210,0.6386423707008362,0.079541015625
-108.908083984127,47104,116,404,23,733.7619047619048,-5.180998627841473,10.773722357489168,16.500341415405273,0.0003,0.8840824365615845,0.2,0.0029740054,-0.0017982576027861796,220,0.44136255979537964,0.026708984375
-108.79804728125,49152,122,402,24,747.296875,-5.163025811314583,0.3147191179217771,0.1482871025800705,0.0003,0.8745349049568176,0.2,0.0062791444,-0.004331103843287565,230,0.25401514768600464,0.0771484375
-108.08923737878789,51200,127,400,25,773.1363636363636,-5.104466515779495,0.13836302871350198,0.01308220624923706,0.0003,0.8618085980415344,0.2,0.009657117,-0.010392001198488288,240,0.6678887605667114,0.098486328125
-108.01353586567164,53248,133,398,26,785.4776119402985,-5.061785577237606,0.20660885334946216,0.047598209232091904,0.0003,0.8547698259353638,0.2,0.007473495,-0.011984150572970975,250,0.4781097173690796,0.081103515625
-107.90133110294117,55296,139,397,27,797.4558823529412,-4.983778536319733,0.03759556310251355,0.011220481246709824,0.0003,0.8332604169845581,0.2,0.013284152,-0.011820286067086272,260,0.8476278781890869,0.114013671875
-108.36595762857142,57344,144,395,28,811.4714285714285,-4.904667615890503,0.04675027097691782,0.0021202024072408676,0.0003,0.8190428018569946,0.2,0.00807039,-0.010292103062965907,270,0.8560001850128174,0.10048828125
-109.46485179166666,59392,150,394,29,819.5694444444445,-4.869063523411751,8.930396995972842,0.6742560267448425,0.0003,0.8166238069534302,0.2,0.0042232377,-0.005499521669116802,280,0.31202661991119385,0.054296875
-109.57056255405405,61440,155,394,30,828.4459459459459,-4.867243927717209,14.854519654996693,1.1449836492538452,0.0003,0.819034218788147,0.2,0.006060371,-0.005171165999490768,290,0.8679465651512146,0.021533203125
-109.26797354666667,63488,161,392,31,838.7333333333333,-4.871994423866272,8.33392047341913,1.3181207180023193,0.0003,0.8180450797080994,0.2,0.0074695135,-0.005692752506001852,300,0.8842636346817017,0.054541015625
-109.13179906578947,65536,167,391,32,848.75,-4.865051111578941,0.07785335597000084,0.02201438695192337,0.0003,0.8155430555343628,0.2,0.008888658,-0.00979505392315332,310,0.662787914276123,0.123291015625
-109.2185936153846,67584,173,390,33,858.7692307692307,-4.798910385370254,0.056867208529729395,0.018842631950974464,0.0003,0.7938153147697449,0.2,0.011823812,-0.009769170961226337,320,0.9324819445610046,0.111279296875
-108.63502560759494,69632,178,389,34,868.1518987341772,-4.7384371265769,4.675665689120069,0.34146440029144287,0.0003,0.7907178401947021,0.2,0.0052574268,-0.0052205809392035,330,0.8746614456176758,0.057177734375
-108.56251066666667,71680,184,388,35,873.1111111111111,-4.713491675257683,0.18555538887158035,0.07635323703289032,0.0003,0.7833002805709839,0.2,0.009296579,-0.010229296030593105,340,0.7439074516296387,0.10478515625
-108.73500789156627,73728,190,387,36,881.2048192771084,-4.688551688194275,4.305255112471059,0.45402804017066956,0.0003,0.7814415693283081,0.2,0.0056792665,-0.006615994719322771,350,0.8845836520195007,0.05703125
