rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/entropy_loss,train/value_loss,train/loss,train/learning_rate,train/std,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_fraction
-84.18989861,249856,1055,236,122,962.43,-3.203889164328575,13.054661335423589,2.919816017150879,0.0003,0.5384836196899414,0.2,0.014511613,-0.0034279607032658534,1210,0.9118203520774841,0.165869140625
-83.48706039000001,251904,1071,235,123,948.81,-3.194667212665081,56.324562728405,12.083158493041992,0.0003,0.5385370254516602,0.2,0.008797005,-0.008630535230622627,1220,0.7764038443565369,0.093798828125
-83.28387433,253952,1089,233,124,947.95,-3.2105299763381483,16.309318858385087,2.28798508644104,0.0003,0.5422507524490356,0.2,0.015202476,-0.00714950461697299,1230,0.38534337282180786,0.170556640625
-83.83720573999999,256000,1104,231,125,947.16,-3.227724614739418,14.36701113115996,8.949112892150879,0.0003,0.5433679819107056,0.2,0.009755865,-0.008606104154023343,1240,0.883855938911438,0.123193359375
-83.56510517999999,258048,1122,229,126,955.31,-3.2212745636701583,10.079712312854827,3.4756932258605957,0.0003,0.5402084589004517,0.2,0.01364216,-0.005054260432370938,1250,0.8785452842712402,0.201171875
-83.94374167,260096,1138,228,127,956.12,-3.2092200718820094,11.080103869363665,6.361893177032471,0.0003,0.5412906408309937,0.2,0.018098403,-0.005486397049389779,1260,0.8911083936691284,0.212109375
-83.86087108,262144,1152,227,128,956.12,-3.2158707194030285,21.496999860554933,9.21691608428955,0.0003,0.5407401323318481,0.2,0.012436025,-0.010495873038598802,1270,0.9004415273666382,0.124609375
-83.56608899000001,264192,1168,226,129,956.12,-3.2182045660912992,0.37845726632513105,0.2311817705631256,0.0003,0.5409027338027954,0.2,0.019969774,-0.009060693482751958,1280,-0.5971956253051758,0.282666015625
-83.38746894,266240,1180,225,130,979.93,-3.170709717273712,0.08035726473317481,0.03597097098827362,0.0003,0.5318413972854614,0.2,0.013000391,-0.005319307369063608,1290,0.6725707054138184,0.2037109375
-83.59340082,268288,1191,225,131,975.06,-3.140539375692606,2.866330354940146,0.631066083908081,0.0003,0.5302683115005493,0.2,0.008419673,-0.003643897522124462,1300,0.7883473038673401,0.12939453125
-83.34452158999999,270336,1203,224,132,989.87,-3.1307420790195466,9.209765791334211,0.4725243151187897,0.0003,0.5296502113342285,0.2,0.006063749,-0.005046920920722187,1310,0.9135015606880188,0.03515625
-83.28110416000001,272384,1218,223,133,989.6,-3.143993390351534,1.1754750029416754,0.22721430659294128,0.0003,0.5327143669128418,0.2,0.011495112,-0.005568242212757468,1320,0.39086300134658813,0.145654296875
-82.2299511,274432,1244,220,134,993.08,-3.141809831559658,2.8473916022107004,0.5429677367210388,0.0003,0.5292565226554871,0.2,0.012254773,-0.00702010772365611,1330,0.9392250180244446,0.1091796875
-81.96664907999998,276480,1260,219,135,993.08,-3.1199203357100487,0.31969831900205464,0.12522588670253754,0.0003,0.5268481373786926,0.2,0.012639104,-0.008925880779861473,1340,0.8675148487091064,0.1634765625
-81.18147008,278528,1278,217,136,1005.43,-3.0984832853078843,0.2283134609228,0.08782722800970078,0.0003,0.5248215198516846,0.2,0.0135866245,-0.013040744447789621,1350,0.8921550512313843,0.1923828125
-80.07507294000001,280576,1292,217,137,1029.19,-3.084540059417486,0.3989189433865249,0.1724032759666443,0.0003,0.522894024848938,0.2,0.012860902,-0.01116187550505856,1360,0.9138665199279785,0.164892578125
-79.69948498,282624,1308,215,138,1015.39,-3.0770051784813406,5.071666319482029,1.3709707260131836,0.0003,0.5226027965545654,0.2,0.008727353,-0.005638953779998701,1370,0.8854699730873108,0.09375
-79.65670366,284672,1324,214,139,1015.39,-3.074678602814674,8.201402899064124,3.7205042839050293,0.0003,0.5212459564208984,0.2,0.010975004,-0.008286510870675556,1380,0.9268965125083923,0.104541015625
-80.49808256,286720,1339,213,140,1011.54,-3.0380528539419176,0.5119905793108046,0.14481505751609802,0.0003,0.5145368576049805,0.2,0.015227779,-0.01722267293953337,1390,0.5797125697135925,0.200537109375
-79.9039507,288768,1357,212,141,1003.16,-3.017722649127245,8.216131015401334,0.5344924926757812,0.0003,0.5148259401321411,0.2,0.009876149,-0.003873720172850881,1400,0.7834855914115906,0.113330078125
-79.52447913,290816,1373,211,142,996.33,-3.0185513831675053,38.71599186733365,6.544106960296631,0.0003,0.5146652460098267,0.2,0.0069059813,-0.006745065425639041,1410,0.4097977876663208,0.058154296875
-79.06183462000001,292864,1389,210,143,996.85,-3.0169095650315283,5.688036245573312,3.413989305496216,0.0003,0.5144700407981873,0.2,0.011415052,-0.0043819023383548485,1420,0.769020676612854,0.089990234375
-78.31479230999999,294912,1404,210,144,1009.07,-3.016006248444319,12.165875823050737,3.4176361560821533,0.0003,0.5143575072288513,0.2,0.010540191,-0.010501925092830789,1430,0.9354908466339111,0.1115234375
-78.00257097,296960,1417,209,145,1022.29,-3.0080391243100166,5.16113064060919,1.7068697214126587,0.0003,0.512971043586731,0.2,0.013737159,0.00010832455154741183,1440,-0.6153695583343506,0.18427734375
-79.42014984999999,299008,1428,209,146,997.49,-3.0000814728438856,0.2678095095092431,0.037946026772260666,0.0003,0.5116516947746277,0.2,0.014971172,-0.012679539533564821,1450,0.2180018424987793,0.202490234375
-78.92505021999999,301056,1440,208,147,1007.14,-2.9958396017551423,6.930791915021837,0.4996221959590912,0.0003,0.5121454000473022,0.2,0.0115168495,-0.008942727668909356,1460,0.8547537922859192,0.103662109375
-79.29271879999999,303104,1451,208,148,1010.0,-2.9838000148534776,0.33323802493978294,0.11352317035198212,0.0003,0.5089402198791504,0.2,0.012850278,-0.009424888822832145,1470,0.05548536777496338,0.17060546875
-81.2353764,305152,1465,208,149,977.75,-2.9711809508502482,4.451757190749049,0.5367328524589539,0.0003,0.5086150169372559,0.2,0.013497383,-0.006962364409992006,1480,0.8946488499641418,0.088720703125
-80.62238794999999,307200,1481,207,150,971.61,-2.9694945588707924,31.843529425561428,17.617753982543945,0.0003,0.5086153745651245,0.2,0.0056635863,-0.00923196437943261,1490,0.827197790145874,0.051708984375
-79.96589981999999,309248,1493,207,151,984.08,-2.9753328658640386,24.86210419293493,14.594861030578613,0.0003,0.5092617869377136,0.2,0.01694886,-0.009347464377060532,1500,0.3806307315826416,0.0990234375
-79.20238850999999,311296,1506,206,152,998.87,-2.9712814167141914,2.3249957539141177,1.0183563232421875,0.0003,0.5078462958335876,0.2,0.010045684,-0.005625216045882553,1510,0.6503000259399414,0.117919921875
-78.16329777000001,313344,1519,206,153,1012.58,-2.9515604548156262,0.26772573362104596,0.08640523254871368,0.0003,0.5040619969367981,0.2,0.014869552,-0.011750408526859246,1520,0.7983206510543823,0.183837890625
-78.29787897,315392,1530,206,154,1012.58,-2.9269466854631903,0.27975920531898735,0.08926960825920105,0.0003,0.5024607181549072,0.2,0.014045805,-0.009565238724462688,1530,0.8635409474372864,0.183837890625
-78.11486642999999,317440,1542,205,155,1026.71,-2.9180222123861315,0.3707896864041686,0.1982264518737793,0.0003,0.501502513885498,0.2,0.014960711,-0.011654118805017788,1540,0.8667265772819519,0.170703125
-77.63024565,319488,1554,205,156,1036.8,-2.8919312462210653,0.05721600543474779,0.004779066890478134,0.0003,0.4960196614265442,0.2,0.012488391,-0.007780883020313922,1550,0.9151682257652283,0.14140625
-78.37166375000001,321536,1567,205,157,1044.48,-2.823187946528196,0.03241135900316294,0.01222752034664154,0.0003,0.4852102994918823,0.2,0.014677925,-0.012965223366336431,1560,0.950027585029602,0.16728515625
-77.47677340999999,323584,1577,205,158,1058.35,-2.779493290185928,7.972411737591028,3.2556674480438232,0.0003,0.4848245680332184,0.2,0.0075183148,-0.006331758236046881,1570,0.8819107413291931,0.073046875
-76.95720136,325632,1588,204,159,1052.7,-2.774257641285658,2.7594088202342393,0.4865027964115143,0.0003,0.4830269515514374,0.2,0.008206198,-0.009672663861420006,1580,0.9656698703765869,0.097216796875
-76.45353983999999,327680,1599,204,160,1066.66,-2.768742572516203,20.667132322862745,6.750651836395264,0.0003,0.4845280349254608,0.2,0.010634428,-0.008655383705627174,1590,0.37968891859054565,0.098681640625
-75.23690789,329728,1619,203,161,1080.42,-2.814850088953972,0.39454039447009565,0.15086476504802704,0.0003,0.4916323721408844,0.2,0.016041897,-0.013352481732727028,1600,0.694961428642273,0.174755859375
-76.00854773,331776,1636,202,162,1076.71,-2.8277265526354314,0.8286811315454543,0.352947860956192,0.0003,0.48900389671325684,0.2,0.01239662,-0.013700346511905081,1610,0.6558196544647217,0.17919921875
-74.79382882,333824,1648,202,163,1079.8,-2.811542032659054,3.6740562353283166,1.746060848236084,0.0003,0.4885410666465759,0.2,0.012787596,-0.009021599180414341,1620,0.8579093813896179,0.11318359375
-74.61379506,335872,1659,202,164,1071.63,-2.799163422733545,1.406412245798856,0.26521211862564087,0.0003,0.48519501090049744,0.2,0.01612749,-0.013017208591918461,1630,-0.14941179752349854,0.162109375
-73.81282986000001,337920,1671,202,165,1095.61,-2.7816325828433035,7.415294280089438,0.5818948745727539,0.0003,0.48523813486099243,0.2,0.010134563,-0.009255906322505326,1640,0.7562939524650574,0.107373046875
-73.74799533,339968,1683,201,166,1099.3,-2.7818641759455205,9.569282419793307,7.855190753936768,0.0003,0.48503270745277405,0.2,0.00867703,-0.005459910992067307,1650,0.689704179763794,0.097900390625
-73.18068080999998,342016,1694,201,167,1101.02,-2.742407487332821,0.12166617034235969,0.014599926769733429,0.0003,0.4778238534927368,0.2,0.013875365,-0.010933200645376928,1660,0.7950671911239624,0.184033203125
-73.34193703,344064,1707,201,168,1098.59,-2.7224487818777563,17.082872691377997,2.6010243892669678,0.0003,0.47811973094940186,0.2,0.009000893,-0.007690219205687754,1670,0.6958924531936646,0.101416015625
-73.24945202999999,346112,1719,201,169,1104.83,-2.7236953027546407,7.700416187010705,1.0352367162704468,0.0003,0.478019118309021,0.2,0.008618163,-0.0062365790538024156,1680,0.9515714049339294,0.093359375
-71.93644103999999,348160,1730,201,170,1105.05,-2.724458981305361,5.042339205183088,0.46182072162628174,0.0003,0.4787924587726593,0.2,0.015729537,-0.005074957094620913,1690,0.8506540656089783,0.123046875
-73.39862439,350208,1741,201,171,1079.57,-2.7305700197815894,35.99081490859389,2.6310830116271973,0.0003,0.47927817702293396,0.2,0.011039875,-0.010113814135547728,1700,0.4806034564971924,0.1271484375
-73.67785190999999,352256,1754,200,172,1081.87,-2.7320768617093565,18.803131063096224,8.209790229797363,0.0003,0.478912353515625,0.2,0.005744935,-0.00910713674093131,1710,0.8392788171768188,0.0767578125
-73.87514338999999,354304,1768,200,173,1084.97,-2.7299083054065703,7.027777681127191,1.079308032989502,0.0003,0.47937172651290894,0.2,0.011450147,-0.008902377347112633,1720,0.9055773019790649,0.119775390625
-73.38665584999998,356352,1784,199,174,1069.46,-2.738753671944141,4.456817663088441,0.7531549334526062,0.0003,0.48096218705177307,0.2,0.01130554,-0.007563229084189516,1730,0.8833628296852112,0.1541015625
-74.10613545,358400,1800,199,175,1062.2,-2.746089231967926,36.14492313563824,17.695842742919922,0.0003,0.48068493604660034,0.2,0.007816261,-0.0069070687633939086,1740,0.8317604064941406,0.082958984375
-74.65312113,360448,1817,198,176,1073.79,-2.7472571685910223,17.25411158055067,4.187406063079834,0.0003,0.4815283417701721,0.2,0.00732047,-0.009159240701410453,1750,0.7433297634124756,0.081787109375
-75.23138757,362496,1835,197,177,1028.88,-2.753334953635931,24.140500202029944,8.774066925048828,0.0003,0.48201411962509155,0.2,0.0078745745,-0.010235169355291873,1760,0.8744728565216064,0.079638671875
-75.77775961,364544,1853,196,178,1040.82,-2.760118381679058,45.129973721504214,13.287137031555176,0.0003,0.4833078682422638,0.2,0.008616416,-0.011181008431594818,1770,0.8858951926231384,0.07607421875
-75.60962156,366592,1868,196,179,1066.81,-2.7644510798156263,9.682539614848793,1.3805160522460938,0.0003,0.481597363948822,0.2,0.014643449,-0.010048794813337735,1780,0.8648331165313721,0.197265625
-75.00206649000002,368640,1886,195,180,1054.67,-2.7475967414677145,19.304270301759242,2.553467273712158,0.0003,0.4799434244632721,0.2,0.012862788,-0.010774517596291843,1790,0.8098731637001038,0.120361328125
-74.59558975,370688,1902,194,181,1038.7,-2.723966947942972,4.950236870907247,0.5264097452163696,0.0003,0.4768821597099304,0.2,0.02042126,-0.010799104848410934,1800,0.9214824438095093,0.200146484375
-74.78866842000001,372736,1918,194,182,1029.77,-2.7074457816779613,22.14533050060272,4.0413384437561035,0.0003,0.4760189652442932,0.2,0.009727056,-0.0065282530267722905,1810,0.8946998119354248,0.07373046875
-74.14995693,374784,1934,193,183,1012.22,-2.6847057171165942,7.310303260013461,3.102464437484741,0.0003,0.47157934308052063,0.2,0.011256927,-0.007707709085661918,1820,0.9382944107055664,0.156982421875
-74.38997074000001,376832,1950,193,184,1012.22,-2.6529125928878785,25.626977953314782,8.98461627960205,0.0003,0.4685116708278656,0.2,0.014183681,-0.012620357749983668,1830,0.7300801873207092,0.12265625
-74.99072002000001,378880,1966,192,185,1006.59,-2.573398820310831,1.0732789307832717,0.33158159255981445,0.0003,0.45640185475349426,0.2,0.019974742,-0.006848907799576409,1840,0.24796056747436523,0.23330078125
-74.1330092,380928,1982,192,186,1020.07,-2.5336599186062814,4.935194770805538,0.49145716428756714,0.0003,0.4565447270870209,0.2,0.011916701,-0.004504816731787287,1850,0.8688406944274902,0.165380859375
-74.52058256000001,382976,1998,191,187,1014.19,-2.503050151467323,1.1733574433252216,0.5239214301109314,0.0003,0.449022501707077,0.2,0.0164789,-0.011091103029320948,1860,0.5178592205047607,0.22333984375
-74.41518931,385024,2013,191,188,1014.19,-2.468813646584749,6.5378860892727975,0.4543217420578003,0.0003,0.44842594861984253,0.2,0.015655488,-0.0050253981404239315,1870,0.8457462191581726,0.16962890625
-73.10020804000001,387072,2029,190,189,1028.82,-2.4394524030387403,0.6368913047946989,0.22782057523727417,0.0003,0.44322317838668823,0.2,0.018650632,-0.011723945086123422,1880,0.594817578792572,0.203564453125
-72.76320738,389120,2044,190,190,1032.67,-2.402339458465576,0.6470200159586966,0.2648302912712097,0.0003,0.44056808948516846,0.2,0.014519818,-0.01243393634504173,1890,0.668999195098877,0.171533203125
-73.24062684,391168,2060,189,191,1023.04,-2.4021039828658104,0.33980321008712056,0.11208155751228333,0.0003,0.44201529026031494,0.2,0.01095959,-0.007774707242788281,1900,0.8785827159881592,0.15673828125
-73.13924134,393216,2075,189,192,1031.01,-2.40816877707839,24.25987626761198,8.884136199951172,0.0003,0.4420129358768463,0.2,0.0068551125,-0.005671075559803285,1910,0.8021396994590759,0.07119140625
-73.67322407,395264,2091,189,193,1038.84,-2.39483392983675,0.8490523539483548,0.28400546312332153,0.0003,0.43958425521850586,0.2,0.016832296,-0.010833847886533476,1920,-0.5074882507324219,0.178466796875
-74.17025742,397312,2107,188,194,1023.87,-2.3851856507360933,11.63957163542509,1.3850281238555908,0.0003,0.4401231110095978,0.2,0.0120505765,-0.010331968910759316,1930,0.5471669435501099,0.12392578125
-75.25857733,399360,2122,188,195,956.73,-2.3903298914432525,8.402494690008462,0.490996390581131,0.0003,0.44031310081481934,0.2,0.012808308,-0.0049859343300340695,1940,0.619636058807373,0.118212890625
-75.15223224,401408,2137,187,196,958.05,-2.3888746738433837,72.17045265436172,21.157155990600586,0.0003,0.44000595808029175,0.2,0.005674573,-0.007553263253066688,1950,0.7821754217147827,0.03291015625
-74.96745321000002,403456,2153,187,197,951.04,-2.3874501138925552,18.73191941305995,12.152609825134277,0.0003,0.4400635063648224,0.2,0.007943073,-0.009257541783154011,1960,0.6984144449234009,0.076025390625
-75.68788275,405504,2174,186,198,935.82,-2.379773609340191,11.927781704440713,4.3421478271484375,0.0003,0.43849441409111023,0.2,0.00897477,-0.008401396608678623,1970,0.8951241970062256,0.073486328125
-77.21432886999999,407552,2190,186,199,921.67,-2.3737656325101852,20.13264325633645,9.79762077331543,0.0003,0.4385228157043457,0.2,0.010119742,-0.010963501918013208,1980,0.7937580347061157,0.104296875
-77.58766785,409600,2203,185,200,906.52,-2.373722983151674,7.132998472917825,3.2740373611450195,0.0003,0.4391149878501892,0.2,0.00928973,-0.00523989384091692,1990,-0.14421606063842773,0.1501953125
-77.1539566,411648,2218,185,201,906.52,-2.379644978046417,6.59977545645088,0.18455791473388672,0.0003,0.44012749195098877,0.2,0.023164961,-0.016210701318050268,2000,0.8481991291046143,0.214990234375
-76.07717812000001,413696,2233,185,202,923.64,-2.356026426702738,0.3702405771939084,0.10767070204019547,0.0003,0.4335389733314514,0.2,0.017900784,-0.010659075621515513,2010,0.6067968010902405,0.250439453125
-76.68061294,415744,2247,184,203,923.42,-2.31793168336153,0.39337193104438484,0.12428045272827148,0.0003,0.4310196340084076,0.2,0.015217396,-0.012889220649958589,2020,0.34051305055618286,0.1669921875
-76.02669246,417792,2263,184,204,925.26,-2.303716028481722,8.311053176037968,7.117842197418213,0.0003,0.4306034445762634,0.2,0.012652859,-0.009486516987089999,2030,0.9282270073890686,0.123583984375
-75.51953958,419840,2277,184,205,925.26,-2.2971704564988613,7.68306452576071,0.7358939051628113,0.0003,0.4292771816253662,0.2,0.012742823,-0.005690232414053753,2040,0.9187707901000977,0.120751953125
-75.54011736000001,421888,2291,184,206,925.26,-2.274941834062338,0.6150858453707769,0.12366213649511337,0.0003,0.4265204668045044,0.2,0.013718352,-0.006812260721926577,2050,-0.21728718280792236,0.177099609375
-75.08084389999999,423936,2307,183,207,928.97,-2.2305368460714816,0.04900998276134487,-0.009644543752074242,0.0003,0.4202086925506592,0.2,0.013498253,-0.012245725656975992,2060,0.7780044078826904,0.198486328125
-75.34169087,425984,2322,183,208,928.97,-2.190854965895414,0.2605167550733313,0.10643628239631653,0.0003,0.4180468022823334,0.2,0.01217588,-0.010274835245218128,2070,0.7916089296340942,0.1580078125
-75.34167236,428032,2337,183,209,930.69,-2.16083495169878,0.17913481197319925,0.052180223166942596,0.0003,0.4145386517047882,0.2,0.010987572,-0.012280063240905293,2080,0.7504085898399353,0.14013671875
-75.25382811,430080,2353,182,210,930.03,-2.1491302281618117,9.02724261507392,0.6057273745536804,0.0003,0.41521400213241577,0.2,0.006040871,-0.0047342537756776435,2090,0.7820802927017212,0.057763671875
-75.248718,432128,2368,182,211,930.03,-2.151835446804762,4.16038333773613,0.5372438430786133,0.0003,0.41531169414520264,0.2,0.00940876,-0.006707435319549404,2100,0.9240570068359375,0.093505859375
-75.40508703999998,434176,2383,182,212,916.88,-2.1381853461265563,0.06262163382780273,-0.020022816956043243,0.0003,0.41156789660453796,0.2,0.010334582,-0.005027628908283077,2110,-0.24298322200775146,0.174169921875
-75.97749714000001,436224,2398,181,213,917.27,-2.108372175693512,6.750002073869109,0.24494335055351257,0.0003,0.409793496131897,0.2,0.012832189,-0.005521429984946735,2120,0.8018428683280945,0.112890625
-75.40220838,438272,2413,181,214,932.17,-2.1019199915230273,10.419098564237355,4.762768268585205,0.0003,0.40987682342529297,0.2,0.009489489,-0.00872431711104582,2130,0.9510816335678101,0.097900390625
-76.47705322,440320,2428,181,215,932.17,-2.0832033805549144,2.6433220212347806,1.3828918933868408,0.0003,0.40564292669296265,0.2,0.008290514,-0.009317835481488146,2140,0.8257449865341187,0.129638671875
-75.62630705000001,442368,2443,181,216,947.41,-2.040506748855114,0.17388114831410348,0.049919791519641876,0.0003,0.40244972705841064,0.2,0.01354661,-0.005912253228598274,2150,0.8551518321037292,0.16083984375
-75.13714726,444416,2458,180,217,937.94,-1.9992782969027758,0.4217147783841938,0.07136866450309753,0.0003,0.39666396379470825,0.2,0.013347087,-0.01009978552465327,2160,0.6124462485313416,0.152587890625
-74.5224099,446464,2473,180,218,953.45,-1.9551688354462384,6.972167753288522,0.20729640126228333,0.0003,0.39390793442726135,0.2,0.011995515,-0.005361865943996236,2170,0.8754698634147644,0.121533203125
-74.58955227,448512,2487,180,219,953.45,-1.9424276772886515,9.641010796371848,5.392075538635254,0.0003,0.39420056343078613,0.2,0.010342789,-0.007203664316330105,2180,0.9140146374702454,0.09453125
-73.70515424,450560,2502,180,220,967.07,-1.9364308122545482,0.9993229713756591,0.17087280750274658,0.0003,0.3920948803424835,0.2,0.017503537,-0.008526953088585287,2190,0.4717000722885132,0.18935546875
-73.55834044,452608,2518,179,221,972.49,-1.916910545900464,0.4565169166773558,0.15765438973903656,0.0003,0.39075130224227905,0.2,0.017188698,-0.011009587411535904,2200,0.48637932538986206,0.21201171875
-72.92316446999999,454656,2533,179,222,981.67,-1.9046689473092555,5.85141479820013,2.180821180343628,0.0003,0.38991478085517883,0.2,0.008013658,-0.005773973109899089,2210,0.9256762266159058,0.12890625
-71.9836756,456704,2548,179,223,995.73,-1.860145176947117,0.47361632785759866,0.17769500613212585,0.0003,0.38318055868148804,0.2,0.01692676,-0.012972049717791378,2220,0.617957353591919,0.19150390625
-70.96154196,458752,2562,179,224,994.68,-1.815873420238495,0.4385644385591149,0.15366169810295105,0.0003,0.38020896911621094,0.2,0.013056471,-0.009375525292125531,2230,0.7515391111373901,0.16435546875
-70.58601851999998,460800,2577,178,225,997.5,-1.7920541703701018,9.565489252842962,14.983393669128418,0.0003,0.37904465198516846,0.2,0.009448169,-0.009282895913929678,2240,0.8241130709648132,0.13486328125
-70.55246816,462848,2592,178,226,1012.29,-1.7834103357046842,8.467412610724569,1.590618371963501,0.0003,0.3780133128166199,0.2,0.008752188,-0.007603796609328128,2250,0.9244549870491028,0.103857421875
-70.42841684,464896,2607,178,227,1028.66,-1.7606626037508248,5.582524222834036,0.8008761405944824,0.0003,0.3743671774864197,0.2,0.01674552,-0.012625538944848812,2260,0.7260326147079468,0.173974609375
-69.1168414,466944,2622,178,228,1029.9,-1.735739378258586,11.302878024429083,21.78341293334961,0.0003,0.37413814663887024,0.2,0.010810179,-0.010662424436304718,2270,0.8435641527175903,0.115771484375
-68.14416604,468992,2637,177,229,1016.18,-1.714704366400838,1.2289789587259292,0.36906319856643677,0.0003,0.37017011642456055,0.2,0.016546784,-0.00536549202806782,2280,-0.28536486625671387,0.174951171875
-69.12279046,471040,2652,177,230,1016.18,-1.691406686231494,10.765182748250663,7.83510684967041,0.0003,0.3697966933250427,0.2,0.010429969,-0.00801725008932408,2290,0.7100077271461487,0.120361328125
-67.85632518,473088,2667,177,231,1034.39,-1.669867379590869,0.5642888537142425,0.22277197241783142,0.0003,0.3672698140144348,0.2,0.020110633,-0.009260046304552816,2300,0.5058096647262573,0.225439453125
-67.29910616000001,475136,2682,177,232,1033.1,-1.6595540191978215,2.645150374993682,1.1139847040176392,0.0003,0.3668360114097595,0.2,0.014675258,-0.00789560986449942,2310,0.7182932496070862,0.17333984375
-68.02346395000001,477184,2697,176,233,1033.1,-1.6536822538822888,8.15284706596285,3.0737321376800537,0.0003,0.36713698506355286,0.2,0.010327214,-0.004305851967365016,2320,0.9205703139305115,0.129150390625
-66.5670379,479232,2713,176,234,1057.33,-1.6116320904344321,0.8001439247746021,0.16379933059215546,0.0003,0.36004742980003357,0.2,0.020097855,-0.01055899515922647,2330,-0.640458345413208,0.2029296875
-67.48271388,481280,2728,176,235,1035.99,-1.5804669804871083,7.627513693459332,1.1567144393920898,0.0003,0.36055099964141846,0.2,0.011601487,-0.00880482725042384,2340,0.6688333749771118,0.15458984375
-67.13771570000002,483328,2743,176,236,1035.93,-1.5831560883671045,9.168552403897047,1.3537389039993286,0.0003,0.36045610904693604,0.2,0.012536895,-0.007497745225555264,2350,0.7660837173461914,0.126953125
-67.69411563000001,485376,2758,175,237,1027.59,-1.582281070575118,10.606359849125147,4.450841426849365,0.0003,0.35997775197029114,0.2,0.015328774,-0.004696091225196142,2360,0.8871006369590759,0.128369140625
-69.05613708,487424,2773,175,238,990.94,-1.569291837885976,5.012915552873165,6.475434303283691,0.0003,0.35847654938697815,0.2,0.01568526,-0.008473305247025564,2370,0.93537437915802,0.17763671875
-69.03499482000001,489472,2788,175,239,992.92,-1.55187260620296,19.96392136849463,10.466151237487793,0.0003,0.35675594210624695,0.2,0.011213287,-0.010504137090174481,2380,0.924207329750061,0.14541015625
-68.51690232000001,491520,2803,175,240,1005.51,-1.5050849303603173,0.6700773347169161,0.37898513674736023,0.0003,0.35134243965148926,0.2,0.019964643,-0.004181599573348649,2390,0.11958706378936768,0.2283203125
-67.97986489,493568,2818,175,241,1014.89,-1.4655940011143684,2.2064953757449985,0.43418824672698975,0.0003,0.34930258989334106,0.2,0.016517393,-0.0077800746395951135,2400,0.18822920322418213,0.184326171875
-68.11369671,495616,2833,174,242,980.0,-1.4533021599054337,1.64646165529266,0.6574176549911499,0.0003,0.3488576114177704,0.2,0.02547356,-0.006532537631574087,2410,0.8948612213134766,0.23779296875
-67.4632884,497664,2848,174,243,994.84,-1.4506425276398658,48.90668005347252,49.53288650512695,0.0003,0.34883934259414673,0.2,0.007466738,-0.008340809680521487,2420,0.821820855140686,0.122802734375
-67.15251150999998,499712,2864,174,244,1013.63,-1.442361617460847,0.4842534330673516,0.12181392312049866,0.0003,0.34770089387893677,0.2,0.018262796,-0.007540006825001911,2430,0.5603877305984497,0.21669921875
-66.39099594,501760,2879,174,245,1030.85,-1.4445563778281212,7.712462674826384,3.4844489097595215,0.0003,0.3484169542789459,0.2,0.0099139,-0.010053162820986472,2440,0.9524970054626465,0.110009765625
