time/fps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/explained_variance
367,27,329.81,-113.15826243000001,150,55296,0.0201171875,-1.0949869848787785,0.2,-0.002878690281067975,67.0656012147665,0.0003,0.0063164085,11.06404972076416,260,0.6660497784614563
368,28,339.55,-108.62302535,155,57344,0.034765625,-1.1266089230775833,0.2,-0.00706211956567131,176.6656581401825,0.0003,0.0055164117,54.64458465576172,270,0.3238486051559448
369,29,348.05,-107.51874336,160,59392,0.06484375,-0.9957636808976531,0.2,-0.007188466790830716,241.94228446483612,0.0003,0.007516877,72.33692932128906,280,0.15782231092453003
370,30,358.11,-98.56171063000002,166,61440,0.053369140625,-1.0207352723926306,0.2,-0.008011744116811315,120.39669039249421,0.0003,0.0068923202,42.475215911865234,290,0.34876883029937744
371,31,368.81,-95.01812096000002,171,63488,0.058251953125,-1.0103850487619639,0.2,-0.010348638682626188,252.95604305267335,0.0003,0.007886019,198.86080932617188,300,0.2448749542236328
371,32,366.59,-88.21757129,176,65536,0.0447265625,-1.0002601899206638,0.2,-0.007413590699434281,133.6731203317642,0.0003,0.007467976,54.67435836791992,310,0.6024634838104248
372,33,383.36,-86.31579458999998,181,67584,0.051220703125,-0.9850868254899978,0.2,-0.005603583340416662,150.36447234153746,0.0003,0.005772557,56.64065933227539,320,0.6134430170059204
373,34,393.09,-86.87751038999998,186,69632,0.0673828125,-0.9523041261360049,0.2,-0.006570329965325072,132.4126543045044,0.0003,0.008360511,44.449607849121094,330,0.42753881216049194
373,35,393.58,-87.75071053000002,191,71680,0.077685546875,-1.045287359878421,0.2,-0.00817634790437296,88.11029982566833,0.0003,0.006946626,44.40652847290039,340,0.6842362284660339
373,36,409.57,-82.95503659,197,73728,0.05732421875,-0.9924960985779763,0.2,-0.008205591888690833,56.20938367843628,0.0003,0.0073850164,23.860042572021484,350,0.85760498046875
374,37,412.96,-82.05950305,202,75776,0.09736328125,-0.9932719061151147,0.2,-0.008152981897001154,62.31639252305031,0.0003,0.008767153,49.77464294433594,360,0.8254058361053467
374,38,430.43,-73.23817294,207,77824,0.105517578125,-0.9816145522519946,0.2,-0.008789775558398105,73.34795718193054,0.0003,0.011086068,41.683502197265625,370,0.8075838685035706
374,39,437.05,-69.76970004999998,213,79872,0.147802734375,-0.8208181962370873,0.2,-0.009218927430629265,182.3955358505249,0.0003,0.01189586,68.56317901611328,380,0.44563472270965576
374,40,447.21,-66.51672539,218,81920,0.07841796875,-0.8884347841143608,0.2,-0.0044864809489808975,31.069700133800506,0.0003,0.005207163,12.20703125,390,0.7131792306900024
374,41,452.1,-64.61304107,223,83968,0.046484375,-0.8678723679855466,0.2,-0.0057837481494061645,63.847378325462344,0.0003,0.0038669081,11.651047706604004,400,0.7609423398971558
374,42,463.96,-59.23480341,229,86016,0.2505859375,-0.8536150187253952,0.2,-0.010726632317528129,83.83770448565483,0.0003,0.02044154,5.076373100280762,410,0.6298863887786865
375,43,467.74,-52.48917421,234,88064,0.035009765625,-0.9604779409244657,0.2,-0.0028443522591260263,66.89256003201008,0.0003,0.006965239,26.333757400512695,420,0.750929594039917
375,44,484.56,-43.94758224000001,239,90112,0.05419921875,-0.9574392106384039,0.2,-0.0062070774278254245,103.30624299049377,0.0003,0.006583183,85.0210952758789,430,0.7252755165100098
375,45,497.19,-37.84343183000001,245,92160,0.126904296875,-0.9599178427830338,0.2,-0.009498026372602908,81.79144476056099,0.0003,0.024600176,27.264530181884766,440,0.700599193572998
375,46,502.59,-31.0362733,250,94208,0.066162109375,-0.8001961985602974,0.2,-0.005768953419465106,30.152822017669678,0.0003,0.0072815614,5.5241169929504395,450,0.6859166622161865
375,47,508.5,-25.707705310000005,256,96256,0.120068359375,-0.7843932200223207,0.2,-0.0129717061703559,97.27797189056874,0.0003,0.043361373,9.164812088012695,460,0.6272572875022888
376,48,518.07,-19.070206010000007,261,98304,0.030078125,-0.7891434567049146,0.2,-0.004973285149026197,117.67518240511417,0.0003,0.005696363,121.6655044555664,470,0.5713081359863281
376,49,518.6,-7.1426821700000005,266,100352,0.04501953125,-0.8624078746885061,0.2,-0.005270175811892841,191.88927209973335,0.0003,0.00395554,41.71552658081055,480,0.4682425260543823
376,50,532.43,6.018940309999998,272,102400,0.042919921875,-0.8224729923531413,0.2,-0.0059189500956563276,197.8926316678524,0.0003,0.006706486,67.39030456542969,490,0.22506922483444214
376,51,537.19,9.796267899999997,277,104448,0.03662109375,-0.819155085645616,0.2,-0.0027743363127228802,117.11707917451858,0.0003,0.0045666792,26.26541519165039,500,0.49246591329574585
376,52,531.56,12.71522551,282,106496,0.05576171875,-0.8728973345831037,0.2,-0.0036397490359377114,90.52142545580864,0.0003,0.005217692,34.12247848510742,510,0.6542320251464844
376,53,533.26,16.860197579999998,288,108544,0.050537109375,-0.8861729290336371,0.2,-0.006109205546090379,169.33742679953576,0.0003,0.007474892,65.90658569335938,520,0.557339072227478
376,54,542.47,26.946649309999998,293,110592,0.052880859375,-0.8732275919988751,0.2,-0.0015658972071832978,59.67239803671837,0.0003,0.006043306,28.040096282958984,530,0.8987449407577515
376,55,555.3,31.14246,299,112640,0.018359375,-0.8805799564346671,0.2,-0.0011380351323168724,57.967659026384354,0.0003,0.0019887239,17.979415893554688,540,0.7673885226249695
376,56,566.19,35.18747167,304,114688,0.077197265625,-0.8102871034294367,0.2,-0.004259180453664158,37.37338719666004,0.0003,0.010127934,7.647692680358887,550,0.9064314365386963
376,57,576.32,37.266134359999995,309,116736,0.0240234375,-0.9181475317105651,0.2,-0.00178139789350098,99.44095906615257,0.0003,0.003504919,16.615217208862305,560,0.6923383474349976
376,58,579.03,40.59637111999999,315,118784,0.012255859375,-0.9241998223587871,0.2,-0.002553627747693099,135.124113959074,0.0003,0.0028535717,71.33834075927734,570,0.5953529477119446
376,59,595.86,44.10868113999999,320,120832,0.134375,-0.9515449948608875,0.2,-0.005448442496708594,37.830628235638144,0.0003,0.013737647,32.07659912109375,580,0.8505613207817078
376,60,608.12,49.437669740000004,326,122880,0.04375,-0.8773126719519496,0.2,-0.003257778109400533,146.15772677361966,0.0003,0.0042583854,11.460840225219727,590,0.5700989961624146
376,61,614.57,52.3931877,331,124928,0.02412109375,-0.9780523531138897,0.2,-0.002500160559429787,157.5840989202261,0.0003,0.0045210407,118.0990219116211,600,0.4240182042121887
376,62,623.27,59.81851677,337,126976,0.036572265625,-0.8216553097590804,0.2,-0.003736971913895104,154.2684062063694,0.0003,0.006777174,151.87156677246094,610,0.4731352925300598
376,63,619.71,63.83708841,342,129024,0.0970703125,-0.9158431928604841,0.2,-0.004186585239949636,44.2984584659338,0.0003,0.007578995,11.066638946533203,620,0.7650795578956604
376,64,623.95,78.01363384999999,348,131072,0.05576171875,-0.8817119551822543,0.2,-0.005590184962784406,153.80797646045684,0.0003,0.005946052,23.611648559570312,630,0.6340382695198059
376,65,623.74,81.64524818999999,353,133120,0.041748046875,-0.8082427687942981,0.2,-0.0048055223218398165,40.734294241666795,0.0003,0.0029616454,43.56483459472656,640,0.9047471880912781
376,66,624.16,83.40970617,359,135168,0.009716796875,-0.9042164089158178,0.2,-0.003785928469733335,339.15407236814497,0.0003,0.0036195326,43.46711730957031,650,-0.04090142250061035
376,67,622.38,89.45544713999999,364,137216,0.039453125,-0.8135122111067176,0.2,-0.0037266001214447896,109.4032347381115,0.0003,0.006925191,22.283302307128906,660,0.6463288068771362
376,68,614.26,89.94456129000002,369,139264,0.07314453125,-0.7557199308648705,0.2,-0.0033785475709009914,83.52042481005192,0.0003,0.007921342,70.2671127319336,670,0.7242166996002197
376,69,606.01,92.6383482,375,141312,0.073193359375,-0.842353530600667,0.2,-0.006239692783856299,123.19516524374485,0.0003,0.008975063,45.76571273803711,680,0.5372493863105774
375,70,613.01,90.64201940999999,381,143360,0.049609375,-0.8345029504969717,0.2,-0.00369466389529407,54.653200909495354,0.0003,0.005024478,10.90050983428955,690,0.8291101455688477
375,71,611.25,91.70324976,386,145408,0.051025390625,-0.9773974359035492,0.2,-0.0016198033350519835,75.539947719872,0.0003,0.0042998306,38.255393981933594,700,0.6876229047775269
375,72,612.39,94.45462744000001,392,147456,0.063330078125,-0.847822317481041,0.2,-0.0038198778551304714,37.767550422251226,0.0003,0.010463065,6.148816108703613,710,0.873607873916626
376,73,623.0,96.99073675,397,149504,0.054150390625,-0.9518381705507636,0.2,-0.005466279853135347,76.75384484380484,0.0003,0.0076368283,14.003226280212402,720,0.6965776681900024
376,74,628.49,99.10569172,402,151552,0.06396484375,-0.9477481354027987,0.2,-0.004424035435658879,132.9531075656414,0.0003,0.007480226,10.991129875183105,730,0.6221474409103394
376,75,617.91,98.95696018999999,408,153600,0.03720703125,-0.8763777242973447,0.2,-0.0027013895654818044,140.79140950143338,0.0003,0.0041359514,57.934295654296875,740,0.6766269207000732
376,76,613.99,101.09474614999999,413,155648,0.063330078125,-0.8911842675879598,0.2,-0.0035806386993499474,104.37911120057106,0.0003,0.0065939305,53.85215377807617,750,0.7868755459785461
376,77,609.85,105.01221731999998,419,157696,0.11513671875,-0.9336584391072392,0.2,-0.004252145849750377,31.718636125326157,0.0003,0.008784214,4.86201810836792,760,0.8974291086196899
376,78,609.11,110.41849419999998,424,159744,0.05126953125,-0.8876343108713627,0.2,-0.002165157222771086,104.92150825858116,0.0003,0.004936433,8.963004112243652,770,0.7581080794334412
375,79,609.37,107.22416686000001,431,161792,0.076416015625,-0.8261332204565406,0.2,-0.006710646883584559,60.59593828320503,0.0003,0.005950274,22.053668975830078,780,0.8545015454292297
374,80,598.05,106.26030961999999,437,163840,0.055078125,-0.8645149167627096,0.2,-0.0053485982309211975,107.84314253628254,0.0003,0.005236167,20.19420623779297,790,0.7017055749893188
373,81,593.5,113.10889473999998,444,165888,0.073388671875,-0.8453303197398782,0.2,-0.003418982197763398,72.42151199281216,0.0003,0.0078094504,45.8722038269043,800,0.8391270637512207
372,82,583.66,113.70561397000003,450,167936,0.06982421875,-0.7914120208472013,0.2,-0.005010741436854005,40.23756976127625,0.0003,0.0042187124,11.957734107971191,810,0.8524813652038574
371,83,568.66,115.95506569999999,457,169984,0.047412109375,-0.7735921956598759,0.2,-0.004138409509323537,82.25768384635448,0.0003,0.0069239056,18.48961639404297,820,0.7397791147232056
370,84,551.56,115.51324471,464,172032,0.02197265625,-0.8132074527442456,0.2,-0.003826319074141793,115.58276481032371,0.0003,0.002705069,18.158763885498047,830,0.7547882795333862
369,85,544.96,115.91762338000001,470,174080,0.0205078125,-0.8131325403228402,0.2,-0.001549896426149644,236.19491989016532,0.0003,0.004523632,185.7915802001953,840,0.5658940076828003
369,86,537.98,120.11155495999999,476,176128,0.0296875,-0.624742198549211,0.2,-0.0028553835349157453,111.530626308918,0.0003,0.005991038,71.51481628417969,850,0.704922080039978
369,87,528.96,128.63321197,482,178176,0.04013671875,-0.7316414609551429,0.2,-0.002540567104006186,103.94795306026936,0.0003,0.005931291,46.954620361328125,860,0.7286089658737183
369,88,526.43,130.19317456999997,488,180224,0.026123046875,-0.7451676903292537,0.2,-0.0017536161773023195,60.627423039078714,0.0003,0.0060871774,7.8326640129089355,870,0.7488662004470825
368,89,526.81,132.34845933,494,182272,0.142724609375,-0.8222774740308523,0.2,-0.005053615619544871,26.443195563554763,0.0003,0.013825739,13.471424102783203,880,0.9024088382720947
368,90,526.03,136.18580262,500,184320,0.08076171875,-0.7921197634190321,0.2,-0.006397919943265151,135.80766393840312,0.0003,0.0067871297,16.861677169799805,890,0.753984272480011
367,91,530.79,140.70224731,507,186368,0.020703125,-0.7274605916813016,0.2,-0.0014946499009965918,84.55403185486793,0.0003,0.003102573,23.3934383392334,900,0.804831326007843
367,92,526.62,144.26830399,513,188416,0.0240234375,-0.7147392814978957,0.2,-0.0018644106981810181,29.451801478862762,0.0003,0.005054559,13.48585033416748,910,0.8089118003845215
366,93,517.82,146.78563386000005,519,190464,0.043310546875,-0.7635116133838892,0.2,-0.0026373117318144066,53.91504814177752,0.0003,0.0046091955,50.46194076538086,920,0.7155258655548096
366,94,502.4,156.2072926,525,192512,0.0689453125,-0.6973198818042874,0.2,-0.0013025095555349252,57.04786296188831,0.0003,0.0059503093,18.17841148376465,930,0.7791624069213867
366,95,492.06,162.10159843000002,531,194560,0.1017578125,-0.8136817028746008,0.2,-0.004059041288564913,19.439228557050228,0.0003,0.0064391093,5.711617946624756,940,0.9269167184829712
366,96,469.83,161.20376699,536,196608,0.09462890625,-0.6072073129005731,0.2,-0.0055453659762861205,25.469063200056553,0.0003,0.0068376185,3.7099978923797607,950,0.7947263121604919
366,97,448.16,165.81705984,542,198656,0.016845703125,-0.7386848358437419,0.2,-0.0014308230485767127,356.4005839347839,0.0003,0.0021287745,131.9046630859375,960,0.2706480026245117
365,98,433.12,165.63703685000002,548,200704,0.042529296875,-0.739988511055708,0.2,-0.005074199187220074,163.35531077384948,0.0003,0.005659255,22.82925033569336,970,0.6159082651138306
365,99,423.35,167.24490476,554,202752,0.052099609375,-0.7117451669648289,0.2,-0.005912039749091491,173.4756855815649,0.0003,0.006060252,128.3478240966797,980,0.5574558973312378
365,100,418.61,167.69099338,560,204800,0.116455078125,-0.7538805929943919,0.2,-0.004253083057119511,35.9056726410985,0.0003,0.012835297,21.791065216064453,990,0.8046249151229858
365,101,411.13,159.55565683,566,206848,0.02431640625,-0.6219508454203606,0.2,-0.0037701325796660966,111.13658372163772,0.0003,0.0041728057,73.36949157714844,1000,0.6637742519378662
364,102,407.51,157.6731459,572,208896,0.08212890625,-0.6853213265538216,0.2,-0.005973672631080262,336.7106007099152,0.0003,0.008603603,112.39694213867188,1010,0.3864879608154297
364,103,404.73,160.91646538,578,210944,0.052734375,-0.7151096133515239,0.2,-0.0010919062231550924,189.84408152103424,0.0003,0.0069992477,85.23164367675781,1020,0.6861839294433594
364,104,404.88,163.65898848999998,584,212992,0.039208984375,-0.7353945476934314,0.2,-0.0010532243133638986,63.833435505628586,0.0003,0.003972384,9.404265403747559,1030,0.7483280897140503
364,105,392.19,162.58603409,590,215040,0.041357421875,-0.6404017503373325,0.2,-0.0054584757279371844,94.42454289197921,0.0003,0.007521554,27.787744522094727,1040,0.7999653816223145
363,106,392.76,161.97407465,597,217088,0.0326171875,-0.7088202266022563,0.2,-0.0030190400255378337,142.38457449674607,0.0003,0.0067700506,81.09627532958984,1050,0.7946231365203857
363,107,389.58,160.6057321,603,219136,0.067578125,-0.6733225382864475,0.2,-0.002885958002298139,99.63878809511661,0.0003,0.010860643,27.468542098999023,1060,0.7196804285049438
363,108,386.67,164.22133092,609,221184,0.101220703125,-0.6941098501905799,0.2,-0.003879531513666734,87.71850184500218,0.0003,0.00894922,36.14805221557617,1070,0.7791775465011597
362,109,381.48,156.07235676000002,615,223232,0.049169921875,-0.7212102146819234,0.2,-0.003085514940903522,68.9543917953968,0.0003,0.0038167317,26.558216094970703,1080,0.7786390781402588
362,110,374.63,149.07167225999999,621,225280,0.0421875,-0.7623237578198314,0.2,-0.005259046462015249,227.87852803468704,0.0003,0.007462252,76.9966812133789,1090,0.4682871103286743
361,111,375.16,146.45190411000002,628,227328,0.05712890625,-0.804185145907104,0.2,-0.00768912818748504,207.9577940225601,0.0003,0.0062778397,61.337913513183594,1100,0.6779987215995789
361,112,376.24,146.84505241,634,229376,0.04375,-0.7396119078621268,0.2,-0.0017073014983907341,70.36984091997147,0.0003,0.0075171595,13.598369598388672,1110,0.78800368309021
360,113,373.09,147.09291559000002,641,231424,0.045458984375,-0.7300151798874139,0.2,-0.0030030408583115787,70.58332623243332,0.0003,0.0052098767,50.02091979980469,1120,0.8136328458786011
360,114,380.33,148.19072408,648,233472,0.039599609375,-0.6821173539385199,0.2,-0.0019467216712655499,93.06818957328797,0.0003,0.0044471147,34.22317886352539,1130,0.6245027780532837
359,115,380.22,148.26433147,655,235520,0.04521484375,-0.6998003423213959,0.2,-0.002829561123508029,94.78578748106956,0.0003,0.0058910972,44.89767074584961,1140,0.6546217203140259
358,116,386.92,152.19037119000004,662,237568,0.047607421875,-0.7625049466267229,0.2,-0.005665672000031918,188.8939642071724,0.0003,0.004487864,86.57817077636719,1150,0.6098877191543579
357,117,393.85,150.57703837,670,239616,0.020458984375,-0.6854645058512687,0.2,-0.0017995992122450844,86.43518518805504,0.0003,0.0036669692,33.62874984741211,1160,0.6878460645675659
356,118,398.01,142.99583348,677,241664,0.037451171875,-0.7003759117797017,0.2,-0.006504156970186159,190.0235688984394,0.0003,0.003588366,92.52212524414062,1170,0.5779639482498169
355,119,403.78,141.31105565000001,684,243712,0.045166015625,-0.7090167118236422,0.2,-0.002972992982540745,111.38633279502392,0.0003,0.003606724,37.779666900634766,1180,0.7756780385971069
355,120,406.36,137.62772383,691,245760,0.107275390625,-0.6893827181309462,0.2,-0.004390982050972525,131.36245546936988,0.0003,0.0069233887,27.150150299072266,1190,0.7175480127334595
354,121,415.23,141.91650491,699,247808,0.049658203125,-0.7773042349144816,0.2,-0.004477224696893245,139.99864149391652,0.0003,0.0048766797,26.24786949157715,1200,0.6764357089996338
353,122,421.08,147.10747351,707,249856,0.097021484375,-0.7583679746836424,0.2,-0.002320670223707566,43.18456749469042,0.0003,0.0069959476,61.262115478515625,1210,0.7513245344161987
352,123,424.3,146.73327206000002,713,251904,0.084423828125,-0.7775668768212199,0.2,-0.0065894631901755926,81.31251311302185,0.0003,0.0047192536,20.289121627807617,1220,0.8199808597564697
352,124,424.14,146.66120895999998,720,253952,0.033740234375,-0.7020634144544602,0.2,-0.003047256718855351,130.75331609249116,0.0003,0.0038160319,18.942089080810547,1230,0.729800283908844
351,125,429.51,143.45288569000002,727,256000,0.035986328125,-0.6920030871406198,0.2,-0.0017643323866650463,97.7946690440178,0.0003,0.0038535185,20.15462875366211,1240,0.7844448685646057
351,126,429.14,141.59470514,733,258048,0.10810546875,-0.7108832515776158,0.2,-0.0029239681258331983,81.63180138617754,0.0003,0.009370668,29.741361618041992,1250,0.7930632829666138
351,127,426.7,143.71763181,740,260096,0.044677734375,-0.7555105842649936,0.2,-0.005851718291523866,96.37120552062989,0.0003,0.004205133,38.93746566772461,1260,0.8404659032821655
350,128,425.04,137.85847813,747,262144,0.04267578125,-0.6981380686163903,0.2,-0.005656319683475885,55.499023225903514,0.0003,0.0052292426,19.055776596069336,1270,0.9135313630104065
349,129,424.02,142.49312218,755,264192,0.06796875,-0.7440430711954832,0.2,-0.0037815568095538763,156.5196461260319,0.0003,0.006690963,18.696544647216797,1280,0.8115024566650391
349,130,426.19,147.51982829,762,266240,0.041552734375,-0.7002308283001184,0.2,-0.002598761595436372,140.41155480742455,0.0003,0.0070852395,69.94429016113281,1290,0.8172522783279419
348,131,433.26,147.55061648999998,769,268288,0.053759765625,-0.6413565704599022,0.2,-0.004267239509499632,86.3222881525755,0.0003,0.0060816407,29.317983627319336,1300,0.8436028957366943
346,132,431.1,151.53123631000003,779,270336,0.036083984375,-0.616059129871428,0.2,-0.00277482992678415,66.66006499230862,0.0003,0.0049108583,13.102444648742676,1310,0.8762948513031006
345,133,428.24,145.79512810999998,788,272384,0.063330078125,-0.6649343241006136,0.2,-0.001643764199980069,89.36027208566665,0.0003,0.0065058134,11.93026351928711,1320,0.8751121759414673
344,134,427.92,141.50839756,797,274432,0.061376953125,-0.760515877790749,0.2,-0.004580194494337775,194.9184128165245,0.0003,0.0063294317,58.6666145324707,1330,0.5680257678031921
342,135,423.73,142.32006692000002,806,276480,0.028955078125,-0.6099832143634558,0.2,-0.002288187577505596,142.5267579972744,0.0003,0.004872922,56.9377555847168,1340,0.753890872001648
340,136,429.95,143.93257382000002,818,278528,0.0501953125,-0.713769363053143,0.2,-0.002009109960636124,75.65144367516041,0.0003,0.0054961955,11.015151023864746,1350,0.8576115369796753
336,137,424.87,138.94427536999999,833,280576,0.063525390625,-0.6938301300629973,0.2,-0.003980887608486227,163.0476376593113,0.0003,0.0058364896,56.26240158081055,1360,0.7019914388656616
332,138,428.89,137.76778963,848,282624,0.048486328125,-0.7504673717543483,0.2,-0.0030558726808521896,131.0907052218914,0.0003,0.005967088,14.335648536682129,1370,0.7917159199714661
329,139,435.53,139.20670006999998,864,284672,0.083984375,-0.6892096795141697,0.2,-0.010941537976032123,116.50750961303712,0.0003,0.02609088,33.10127258300781,1380,0.8031336665153503
325,140,438.85,134.59542293,880,286720,0.07080078125,-0.6943784661591053,0.2,-0.003270718624116853,42.13694875538349,0.0003,0.006726398,16.032928466796875,1390,0.8228626251220703
321,141,441.54,126.49647440000001,898,288768,0.042041015625,-0.7186328647658229,0.2,-0.002071938474546187,150.56999695301056,0.0003,0.003690041,26.609317779541016,1400,0.7123830318450928
317,142,452.98,129.35122156,917,290816,0.090234375,-0.8302341639995575,0.2,-0.008426102180965244,115.15572873055935,0.0003,0.009386637,61.241058349609375,1410,0.8276627063751221
314,143,449.79,130.36307148999998,932,292864,0.041455078125,-0.7032243991270661,0.2,-0.0024351565138204024,84.27470597922802,0.0003,0.0038148751,27.92315673828125,1420,0.8532675504684448
308,144,450.86,127.69091361999998,954,294912,0.039453125,-0.7133053237572312,0.2,-0.0022783284657634795,57.71671219021082,0.0003,0.0036051385,25.014629364013672,1430,0.8812896609306335
304,145,449.38,127.86359915000001,975,296960,0.027197265625,-0.7674175741150975,0.2,-0.002867864338622894,121.53121990263462,0.0003,0.004736234,63.5549430847168,1440,0.7447456121444702
299,146,454.37,125.96766012,996,299008,0.017138671875,-0.7542964093387127,0.2,-0.0013373000008868984,139.56325665712356,0.0003,0.004682004,43.57907485961914,1450,0.7816927433013916
294,147,456.56,123.27686411,1021,301056,0.050927734375,-0.7572098037227988,0.2,-0.005827647136175074,122.25056098103524,0.0003,0.007703047,124.91057586669922,1460,0.7478660941123962
289,148,463.1,127.29691809000002,1047,303104,0.11650390625,-0.850251198373735,0.2,-0.006517427688231691,87.30209351480008,0.0003,0.012777111,27.595273971557617,1470,0.6981838345527649
285,149,468.85,122.50098349,1067,305152,0.053564453125,-0.7290808487683534,0.2,-0.0029793667286867275,66.23564171493054,0.0003,0.0062457616,28.30809211730957,1480,0.8171252012252808
282,150,469.13,123.13491987999998,1087,307200,0.048388671875,-0.6343337140977383,0.2,-0.0016154352808371187,78.90226205587388,0.0003,0.0047810217,16.379531860351562,1490,0.7410343885421753
279,151,478.86,126.10180896,1108,309248,0.09091796875,-0.7989635616540909,0.2,-0.002464136588969268,46.94004941284656,0.0003,0.009130339,5.802465438842773,1500,0.8798574805259705
275,152,478.2,126.49104620999998,1128,311296,0.0375,-0.7261587956920266,0.2,-0.0005439707048935816,63.501574772596356,0.0003,0.001855608,8.237641334533691,1510,0.6944829821586609
