time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/approx_kl,train/clip_fraction,train/std,train/learning_rate,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/entropy_loss,train/loss
3495,509952,200.55368519,979.54,249,145,0.039261445,0.30322265625,0.380077987909317,0.0003,2480,0.2,-0.006579866801621393,2.621271769236773,0.2208346724510193,-1.6819662585854531,0.25766104459762573
3508,512000,201.95676189000002,977.51,250,145,0.019780912,0.271533203125,0.3782837986946106,0.0003,2490,0.2,-0.009149239427642897,4.878030929947272,0.21213722229003906,-1.6445605792105198,0.4281618297100067
3521,514048,202.06602652,974.87,251,145,0.028975416,0.303759765625,0.3827429413795471,0.0003,2500,0.2,-0.004256718084798194,5.21739565236494,0.16423356533050537,-1.6641397308558226,1.3510078191757202
3534,516096,204.97033343000004,982.82,252,146,0.023755932,0.26494140625,0.37958163022994995,0.0003,2510,0.2,-0.007657264851150103,5.355074254143983,0.2691349387168884,-1.662825920805335,0.26345962285995483
3547,518144,203.74241562,977.71,253,146,0.01840324,0.2509765625,0.37810999155044556,0.0003,2520,0.2,-0.009346171541255898,14.14799195388332,0.9013089537620544,-1.6377733748406171,8.466687202453613
3559,520192,202.61694205000003,973.67,254,146,0.016322613,0.213623046875,0.3775692582130432,0.0003,2530,0.2,-0.008026187657378614,22.45268908496946,0.9098886251449585,-1.6302018400281668,2.10256290435791
3573,522240,200.85019574000006,969.14,255,146,0.012851855,0.142333984375,0.37659281492233276,0.0003,2540,0.2,-0.008478971025033389,23.181824326515198,0.919985830783844,-1.625643279403448,11.603053092956543
3586,524288,200.92346582,967.27,256,146,0.013441439,0.132568359375,0.37649205327033997,0.0003,2550,0.2,-0.008102135568333325,20.8006311558187,0.8940116167068481,-1.6188290040940045,13.520269393920898
3599,526336,201.00337843999998,965.52,257,146,0.027369749,0.310791015625,0.37506479024887085,0.0003,2560,0.2,-0.0052968953998060895,7.250078828260302,-0.2720348834991455,-1.61043859757483,3.219531774520874
3612,528384,201.03601598999998,964.69,258,146,0.02404184,0.3103515625,0.37618228793144226,0.0003,2570,0.2,-0.005257314731716178,4.749270715657621,0.2743728756904602,-1.6050545420497655,1.821414589881897
3625,530432,201.06801431,963.62,259,146,0.025392832,0.289990234375,0.3788316249847412,0.0003,2580,0.2,-0.004133985820226371,2.6579296440351756,0.1961989402770996,-1.6214674744755029,3.585049629211426
3638,532480,205.0241649,973.65,260,146,0.017429708,0.24716796875,0.3823438882827759,0.0003,2590,0.2,-0.00592440519540105,5.364478903170675,0.21081507205963135,-1.654950699210167,1.668620228767395
3652,534528,205.00938642999998,973.53,261,146,0.023288734,0.277099609375,0.3804927468299866,0.0003,2600,0.2,-0.006160146999172866,5.317339432053268,0.21129214763641357,-1.6665243614464997,4.923893928527832
3667,536576,207.3180035,976.59,262,146,0.021632915,0.278955078125,0.38187313079833984,0.0003,2610,0.2,-0.0036720572621561586,5.132913533132523,0.22188955545425415,-1.664628403633833,4.384946346282959
3681,538624,207.33153662999996,976.12,263,146,0.022893328,0.24140625,0.3851207494735718,0.0003,2620,0.2,-0.007403503390378319,5.15267148707062,0.3120669722557068,-1.6916988763958216,9.94245719909668
3695,540672,209.34321477,977.73,264,146,0.019125449,0.27509765625,0.3835223913192749,0.0003,2630,0.2,-0.007871000806335359,2.6712649242952464,0.4340022802352905,-1.6937882110476494,0.38402697443962097
3709,542720,209.19172188999997,971.81,265,146,0.016093098,0.212890625,0.3812227249145508,0.0003,2640,0.2,-0.008805171199492179,5.493501837458462,0.30508309602737427,-1.6703221499919891,0.6456558704376221
3724,544768,214.30670082,980.88,266,146,0.011007335,0.13046875,0.3810258209705353,0.0003,2650,0.2,-0.009256867502699606,17.011025013029574,0.7968473434448242,-1.655868972837925,8.162376403808594
3739,546816,206.00867859000002,960.82,267,146,0.019902337,0.22900390625,0.38422781229019165,0.0003,2660,0.2,-0.007033873489126563,5.208328804280609,0.285442590713501,-1.6702485077083111,2.148778200149536
3753,548864,212.52474767,975.76,268,146,0.015096777,0.173828125,0.38412773609161377,0.0003,2670,0.2,-0.011150096074561588,21.778046489134432,0.900011420249939,-1.6847043577581644,8.7298002243042
3767,550912,203.4173292,951.84,269,146,0.027991705,0.2583984375,0.38276708126068115,0.0003,2680,0.2,-0.0078561007801909,7.951894183270634,-0.3976370096206665,-1.677597150579095,5.739363193511963
3782,552960,203.37479515999996,952.45,270,146,0.007013944,0.086181640625,0.3834925591945648,0.0003,2690,0.2,-0.008054702208028175,46.02897760272026,0.8961560130119324,-1.669855683296919,49.725807189941406
3795,555008,203.44686773,950.78,271,146,0.0131164435,0.152099609375,0.38382089138031006,0.0003,2700,0.2,-0.006499345132033341,17.427900877594947,0.6459665894508362,-1.676601093262434,9.404518127441406
3810,557056,197.95027528,933.59,272,146,0.038970444,0.343115234375,0.38397765159606934,0.0003,2710,0.2,-0.005795885554107372,5.354526856262237,0.15933185815811157,-1.680958366394043,1.9532322883605957
3825,559104,196.41672786999996,930.16,273,146,0.010427019,0.1373046875,0.38526153564453125,0.0003,2720,0.2,-0.01155418582202401,27.388086998462676,0.9102979898452759,-1.6812709920108317,11.641586303710938
3842,561152,194.81776114000002,919.49,274,146,0.014487994,0.171337890625,0.38581982254981995,0.0003,2730,0.2,-0.007460212041041814,21.023945060372352,0.9000462293624878,-1.6927449740469456,4.67002010345459
3858,563200,197.34247939,924.06,275,145,0.01099354,0.12333984375,0.3870909810066223,0.0003,2740,0.2,-0.012628392534679733,38.918307934701446,0.9342193603515625,-1.70287269577384,20.115198135375977
3873,565248,197.31266812,923.76,276,145,0.031382117,0.33447265625,0.38363945484161377,0.0003,2750,0.2,-0.008656712528318167,5.942387728020549,-0.15599477291107178,-1.7016649711877108,2.1169872283935547
3887,567296,198.66131493,924.72,277,145,0.03005622,0.338427734375,0.3833184242248535,0.0003,2760,0.2,-0.009050591764389538,5.539733326248824,0.1227608323097229,-1.673001793771982,0.3579205274581909
3901,569344,200.02129455000005,925.23,278,145,0.023724092,0.274072265625,0.3820815086364746,0.0003,2770,0.2,-0.008770673235994763,2.6438855004962534,0.3430829644203186,-1.6589389130473138,0.16447952389717102
3915,571392,197.31889354000003,913.35,279,145,0.024443123,0.261572265625,0.3814203143119812,0.0003,2780,0.2,-0.005658732056326698,5.425168105494231,0.37189769744873047,-1.6552268743515015,1.6331167221069336
